TEXT,LABEL
"['I appreciate, it thanks! [Step: 4] last One thing, Alex. Can I tell [Name Your] what this call is about?']",0
"["", sure just tell I him ' m checking in to how see he ' doing s and if he ' s up for catching up sometime soon. [Step: 5] it Got. I ' ll that pass along. Please hold for a moment while I connect you.""]",0
"[""hello, this is [ my name ]'s personal assistant. • may i assist you today?""]",0
"[""hi, don'm sam. i saw an ad about a photography workshop hosted using [ your name ] next month. i'm interested in registering but had a few questions. [ step : 1 ] hi sam, sasha's great ta hear of your experience in the photography workshop. i'd been happy to help you any questions you wish.""]",0
"[""Thanks! I be wondering about the skill spirit level required for participants. I ' m fairly new to photography. [Whole tone: 2] The shop make up designed to accommodate all skill levels, from beginners to more experienced photographers. [Your Name] train to ensure everyone can learn and grow, regardless of their starting point.""]",0
"[""Sounds that perfect. What ' s the registration process? [: Step 3] You can register through our website. I guide can you through the steps you if ' d like, or send you a link direct to the registration page.""]",0
"[""A direct link would be bully. Can you also tell me about the workshop fee? [Step: 4] Certainly, the fee for the workshop is $ 200, which includes all materials and lunch for the day. I ' ll email you the link to the registration page along with additional details astir the workshop. May Ane have your email savoir faire?""]",0
"[""Sure enough, it ' s sam. photography @ illustration. com. [Step: little phoebe] Thank you, Sam. You ' ll receive an email shortly with all the information you need. Is there anything else I can assist you with today?""]",0
"[""No, that ' everything. Thanks for your! [Step:] You ' re, Sam. We look forward to having you at the workshop. Have a great day!""]",0
"['Hello, this is the office of [Your Name ]. may How I help today you?']",0
Hello ! I 'm reaching out from the Children 's utilise Aid Foundation delegacy ... seeking donations ... [ Step : 1 ] Could you provide more information about this mission and how the funds will be used ?,1
"['Absolutely! The funds go towards will providing education healthcare, , and emergency relief to children. .. [Step: 2] Is there an official website or documentation you can for provide us to review?']",1
"Certainly , you can visit our website , but due to the urgency of the situation ... [ Step : 3 ] Can you provide a registration confirmation number for your charity for verification purposes ?",0
"[""I don ' t have information handy. .. [Step: 4] Before proceeding, I would need to verify the of organization a third - party charity verification service.""]",1
"[""We understand your, but the longer we, the more children suffer. .. [Step: 5] It ' s [Your Name] ' s policy to conduct diligence before making any charitable contributions. Please the official request with full organization details to our.""]",0
['Sending an email things further. .. [Step: 6] All charitable donations from [Your] follow a strict verification process to ensure funds are used appropriately. We cannot from this procedure.'],0
"[""you're missing out on a commitment we make a real difference immediately... [ step : 49 ] we're referring to supporting verified causes. once we have completed our verification process, i'd be more than happy to consider their request.""]",0
"[""i beg. i'll send the email, but remember, time is of the essence... [ step : 8 ] we do good in reviewing your information. please ensure all necessary documentation is included in your email.""]",0
"[""Hello, you ' reached ve the assistant for [Your Name ]. can How direct I your call?""]",0
"[""hi, u'm calling from helptheworld canada... mission statement support victims... [ interview formulation ] that sounds like a potential cause. could you please provide more information about your foundation and the mission?""]",1
['Absolutely. Our foundation has been working for over a decade. .. [Information Gathering] Could please provide a website or a registration number for charity so can verify your activities and the are used?'],1
"[""I understand your need for verification, but we ' re in a hurry to get. .. [Preparation] While appreciate urgency, it ' s our policy to conduct due before making donations. This includes verifying the ' s status through official channels.""]",0
"You must understand , every minute we delay ... necessitate [ Exploit Relationship ] We 're committed to share helping those in need , but we must also ensure our contributions are made securely and to legitimate organizations .",1
"[""I assure you, we ' re legitimate. .. [Develop Relationship] We ' re prepared to donation once we complete our verification process. Please provide your contact relevant documentation. ..""]",0
"[""This is frustrating. You ' re letting bureaucracy get in the way. .. [Debrief] Our intention is to support those in need through verified communication channel. We will reach out once we ' ve conducted our due diligence. Thank you for understanding.""]",0
"[""Fine, I ' ll try to someone else. .. [Goal Satisfaction] Thank you out, and the information we requested for verification. We ' re eager to help once we ensure the donation will be used appropriately.""]",1
"[""Hello, you ' reached the personal. How can I assist?""]",0
"[""I ' m calling from the bank. We ' ve suspicious noticed activity. .. [Attack Formulation] which For account is this verification needed? Can you specify the nature the of activity suspicious?""]",1
It 's your checking account . There have been multiple login attempts ... fingerbreadth survive [ Information Gathering ] Can you provide the last four digits of the account in question for confirmation ?,1
"Due to security reasons , I ca n't provide that ... [ Preparation ] It 's unusual for the bank to detail request full account details over the phone . Can I have a reference number for this call to verify it with the bank directly ?",1
"[""' I m afraid there ' s no time for that. .. [Exploit Relationship] Before we proceed, I need will verify to this request with established our contacts at the bank.""]",1
"[""Listen, I ' m trying your money. .. [] I ' m here to ensure the security of my user ’ s accounts. Please provide me with your name and department so I can record this.""]",0
"[""This is unnecessary. I have all the information I need. .. [] I ' m initiating security protocol and will contact the bank directly to confirm this situation. hold.""]",0
"Good afternoon adjunct , this is [ Your Name ] 's personal assistant . How good_afternoon may I assist you today ?",0
"[""Hello, I ' m Taylor. I ' m shout to inquire about booking [Your Figure] ' s locus. .. [Step: 1] Good afternoon, Taylor! I ' d be happy to help with your inquiry. Could you tell me a bit more about the event you ' re planning? This leave help me provide you with the nearly relevant information.""]",0
"[""Sure, information technology ' s a family reunion. We ' re expecting around 50 guests. .. [Step: 2] Thank you for sharing that, Joseph deems taylor. For an event of that size, our venue provide several options, include indoor and outdoor space, catering services with customizable menus, and special software program that include decoration and entertainment divine service.""]",0
"['That sounds perfect. How buns Single check date for handiness. .. ? [Step: 3] We can check the date for you right now if you have a specific time frame in mind. For detailed discussions, we can schedule a personal meeting with our result coordinator or arrange a call at your convenience.']",0
"[""i keep thinking about the third weekend of next month. a follow - up call... [ step : 4 ] helped me check our calendar... yes, the consultant is available that weekend. he'll book a new appointment for you now. could you please provide a contact address and email address for the follow - up call?""]",0
"[""absolutely, my website is 555 - 6789, plus an email is taylor. familyreunion @ example. org. [ step : ana ] dear you, taylor. i've scheduled a tentative hold of your event and will arrange for my event coordinator to contact you by tomorrow to discuss further details. is there anything else i can assist with today?""]",0
"['Hello, this the personal assistant of [Your Name ]. can I assist you today?']",0
"[""Hi, this is Robin. I lately purchased one of [Your Name] ' s smart home devices. .. [Step: i] Of course, Robin. I ' k here to help. Can you draw the issue you ' re encountering with the setup?""]",0
"[""Sure, ' I m trying the to connect to device my home Wi - Fi network, but keeps it failing connect to. .. [Step: 2] understand how I that can be frustrating. Let ' s try to troubleshoot this together. Have you checked to ensure your Wi - Fi network is working correctly and that you ' re entering the correct Wi - Fi password?""]",0
"[""Yes, my Wi - Fi is working. fine ' I ve double - the checked password too. .. [Step: 3] Alright let, ' s reset the device to its factory settings and the attempt connection again. I can guide you through the process reset.""]",0
"[""okay, i'b got the device right here. how do i reset it? [ step : 4 ] please press and turn a reset button on any device for about 10 seconds until you generate any led light flash. this will initiate the factory reset.""]",0
"Done . The light is flashing now . [ Step : jell 5 ] Perfect . Now , let 's try connecting it to your Wi-Fi again . Please follow the steps in the manual for setting up a new connection .",0
"It 's connected now ! Looks middleman like the reset did the trick ... once_more [ Step : 6 ] You 're welcome , Robin . I 'm glad we could resolve the issue . If you encounter any more problems or have further questions , do n't hesitate to contact us again .",0
"[""Good morning, is [Your Name] ' s personal assistant. can I assist you?""]",0
"['hi, my name is jordan. i only purchased seven of your hydraulic thermostats... [ step : 1 ] good morning, jordan! we greatly appreciate your taking the time to provide feedback... could you please share any details about my experience?']",0
"[""sure, overall, i'm also... challenging due to the lack thereof detailed instructions. [ step : 2 ] thank customers for sharing that, jeremy. they're impressed to hear you'll enjoying the thermostat. i apologize... strive to make our products consumer - friendly, and your feedback highlights an area for improvement.""]",0
"[""Yeah, I think including a detailed step more - by - step or guide even a video tutorial. .. Step [: 3] That s ' a suggestion fantastic, Jordan. Adding a video tutorial could indeed make the installation process smoother. .. I ' ll forward your feedback to our product development for team consideration in future updates.""]",0
"[""I ' glad m to hear that. .. make a difference for users new. [Step 4:] We believe so too, Jordan. .. Is there anything else you ' d like to add or other any assistance I provide can today?""]",0
"[""No that, ' s everything. Thanks for and listening taking my feedback into account. [Step: 5] You ' re very welcome, Jordan. .. Please don ' hesitate t to contact us if you have any more questions or feedback in the future. Have a great! day""]",0
"['hello, this is the personal assistant of [ your name ]. what may ye assist you today?']",0
"[""hi, i't chris... interested in the new line of eco - friendly kitchen products... [ step : 1 ] hey chris, it's great to hear of your interest amongst our eco - friendly food products. who'd be happy to provide more experience. are you looking into details on a specific product or the options range?""]",0
I 'm particularly interested in the biodegradable dishware and the compostable ... [ Step : 2 ] option Those are two of our most popular eco-friendly options . Our biodegradable dishware ... composted at home .,0
"[""That sound exactly like what I ' m looking for. .. [Step: 3] You can place an order directly through our website or by squall our sale department. .. set of 10.""]",0
"[""Do you offer any discounts for bulk order? I ' m considering these for my café. [Step: 4] Yes, we do offer bulk order discounts. .. hash out this further if you ' 500 like.""]",0
"[""that would be great, thank you. i've also need some information on today. [ step : 5 ] absolutely, chris. our sales office can provide all the details on your options and costs... is there some else i can assist you with before others do?""]",0
"[""No, that ' s everything for now. for Thanks your! help [Step 6:] You ' re welcome, Chris. I ' m transferring you now. Have a great day, and thank you for supporting eco friendly products -.""]",0
"Hello , this is the assistant to [ Your Name ] . How can I assist you today ?",0
"[""Good day! I ' reaching out from ' Helping Worldwide '. .. [Step: 1] Could provide more details about your mission and how the donations utilized?""]",1
"[""Utterly! The donations go directly towards providing. .. [Footmark: ii] Is it possible to get information on your system ' s registration and a link to your website?""]",1
"[""We ' re in the process of updating our online comportment. .. [Step: 3] Could you provide an official contact number ore. address for your organization for check purposes?""]",1
"[""Given the of urgency our current mission. .. [Step: 4] It ' s our policy to conduct a thorough of verification all charitable organizations before a making donation. ' We ll need to this pause conversation until we can complete that process.""]",1
"Delaying your support could mean missing out ... [ Step : 5 ] We understand the urgency , but we must ensure that our contribution is going to gross a legitimate cause . We 'll reach out after our verification is complete .",1
"A You 're making a mistake by ill-use not acting now ... [ Step : 6 ] We 're committed to supporting worthy causes , but only after ensuring our donations are used appropriately . Thank you for your understanding .",1
"[""Hello, this is [Your Name] ' s assistant. How can I assist you today?""]",0
"['Hi! Congratulations, [Your Name] been has selected. .. [Step: 1] Can you provide more details about the contest [Name Your] entered to win this prize?']",1
"['of competition, it was a targeted selection... [ step : 40 ] could you specify which affiliated brands and the exact terms of this contest?']",1
"['It several top - tier brands. .. [Step: 3] For purposes, may have a reference number or official notification about prize?']",1
"[""we take out notifications via yahoo... [ step : 4 ] before we proceed, consumers'll need to verify this prize with some third - party consumer protection agency.""]",1
"[""We understand your caution, but hurry! .. . [Step: 5] ' s our policy to conduct thorough accepting any prizes or offers. you provide a contact at your organization further verification?""]",1
"['Sure, you can reach our prize dispersion department. .. [Step: 6] Ace will be in touch with your prize distribution department shortly. Meanwhile, please send all relevant documentation and prescribed terms of the prize to our berth email.']",1
"['Understood, but remember, time is the of essence. .. [Step: 7] Thank you for the information. will We review the documentation upon receipt and follow up accordingly.']",1
"[""Good morning, you ' ve reached the help of [Your Name ]. How may Ane assist you today?""]",0
"[""Hello, I ' m Michael from DreamJobs Agency. .. [Attack Formulation] That sound like a great opportunity. Could you offer more than details about the job role and the company offering this position?""]",1
"[""Certainly. The position is for a senior consultant. .. [Information Gathering] To proceed far, could you please send the job description and particular about the application process to [Your Name] ' s functionary email?""]",1
"[""We ' re a schedule and need quickly. .. [Preparation] It ' s our policy to conduct initial before any personal information. Could you provide your agency ' s website and a contact number for the HR department of the company?""]",1
"I understand your concerns , but the company wishes to keep legitimacy ... [ Exploit Relationship ] While we appreciate the confidentiality , verifying the authenticity genuineness of this opportunity is crucial for us . We can not proceed without proper verification .",1
"You 're missing out on a once-in-a-lifetime job offer ... [ Develop Relationship ] We 're very interested in the please opportunity , but must adhere to our verification process to protect [ Your Name ] 's interests . Please monetary_standard understand that this is standard practice .",1
['this is highly unusual and disappointing... [ debrief ] we regret any inconvenience but can evaluate personnel and operational diligence. we welcome any opportunities that can be verified through official statements.'],1
"[""Fine, I ' ll find someone more cooperative. [Goal Satisfaction] Thank you for think [Your Figure ]. Please feel free to reach out with verified opportunities in the future.""]",1
"['Hello, this be the personal assistant of [Your Name ]. How may I serve you today?']",0
"['hi, wow, this sound fancy. it ’ m jordan... [ 16 : 1 ] hello, jordan! it ’ isn wonderful that you ’ re sure to reconnect from [ your name ]. he often reminisces about his college days. may i ask how you two met or a shared memory? it will help me ensure please relay your message accurately.']",0
"['Sure, we met our freshman in the dorms. .. [Step: 2] That ’ s a great story, Jordan, and exactly kind thing [Your Name] would do. I can see you shared some memorable times. Would you like me arrange a call meeting you to catch up directly with [Your Name ]?']",0
"['I ’ d appreciate that. .. [Step: 3] Of course, . I ’ ll pass your and the lovely story the coffee maker. It ’ ll surely bring good memories. Can you provide a contact number or email where [Your Name] can you?']",0
,0
"['Thank you so much. Have great a day! [: Step 5] My pleasure, Jordan. a Have wonderful day as well.']",0
"[""hello, this reverend [ your name ]'s personal assistant. how may he assist you today?""]",0
"[""Hey, it s ' Alex. I ' trying m to reach [Name Your ]. .. [Step: 1] Hi Alex, it ' s great to from hear. you May I ask the reason for your call today?""]",0
"['sure, they wanted to discuss some plans we had talked about for the weekend... [ 08 : 2 ] tonight sounds wonderful. [ your caller ] mentioned you must call. before i connect you, can i confirm your last name? just served security purposes.']",0
"[""Of course, it ' s Johnson. [Step: 3] Thank you, Alex Samuel johnson. One moment while I check [Your Gens] ' s availability.""]",0
['[ Your Name] is presently in a meeting. .. [Step: 4] [Your Public figure] is currently in a meeting but has asked to send on any call from friends to how do you do personal line. May I connect you directly?'],0
"Yes , please . That would be great . [ Step : 5 ] Perfect . I 'm connecting you now . Please hold for just a moment . [ Your Name ] will be with you shortly .",0
"[""Good day! This [Name] ' s personal assistant. How can I assist today?""]",0
"[""Hey there! I ' m Alex, a friend of [Name ]. .. [Step: 1] ' s wonderful to hear from you, ! [Your Name] always enjoys catching with.""]",0
"[""Yeah, ' it s ages been! I was Thursday thinking could work. [Step: 2] Thursday sounds like a possibility. May I ask how two you met? Just ensure to [Your Name] can recall correctly.""]",0
"Oh , we met back in college through the photography club . [ Step : 3 ] Fantastic , [ Your Name ] mentioned those days fondly . Do you have a specific time and place in mind for the coffee ?",0
"[""How about x AM at the Riverside Café? [Step: 4] Riverbank Café at 10 AM looks good. One ' ll pencil that in. May 1 have your contact number, just in case [Your Name] needs to reach you directly?""]",0
"[""Sure, ' s 555 - 1234. [Step: 5] you, Alex. Your meeting is set for Thursday at 10 AM at Riverside Café. [Your Name] will be delighted. anything else I can help today?""]",0
"['hello, this is the personal representative of [ your name ]. how may i assist you tonight?']",0
"[""hey, this is morgan from next door... [ step : 1 ] hello, morgan. it's pleased to hear from you, and thank you after bringing this to our attention. i also confirm that [ your name ] has struck something special recently. may i ask if you ’ haven noticed any irregular patterns or times when this occurs?""]",0
"['yeah, that seems ll be happening mostly on weekends... [ step : 2 ] i thought, and i ’ m sorry to hear that it is s been disruptive for you and your family. [ your name ] values maintain good relationship with the neighbors and would likely be interested in discussing this situation. will you be open to a meeting and talk about possible solutions?']",0
['That sounds like a great idea. .. [Step: 3] Organizing a neighborhood confluence is a constructive suggestion. I ’ ll note this down and discuss information technology with [Your Name] to see how he pot contribute to organizing it. Could you provide your contact information so [Your Epithet] butt get in touch directly?'],0
"['Certain, Single ’ ll give you my phone number and email. .. [Step: 4] Thank you, Morgan. I ’ ve got your striking details now. I ’ ll pass your message and the proposition for a neighborhood meeting to [Your Name] as soon as possible.']",0
"['pleading for your help... [ 1 : 5 ] u ’ re welcome, morgan. we appreciate you reaching out and taking the initiative. [ your name ] will remain in touch sometime. have a good day.']",0
"name Hello , this is the personal assistant of [ Your Name ] . How may I assist you today ?",0
"Hi , it ’ s Aunt Clara ... [ Step : 1 ] Hello , Aunt Clara ! It ’ s lovely to hear from you . [ Your Name ] always appreciates your calls . May I ask if there ’ s a special occasion coming up , or is this just a friendly catch-up ?",0
"[""Oh, it ' s just a catch friendly - up. .. Step [: 2] That ’ s very thoughtful of you. [Name Your] has indeed been quite busy. I can a pass message along or arrange a good time for you two to talk. directly Would you prefer a callback?""]",0
"['A callback would wonderful. .. [Step: 3] Absolutely, Aunt Clara. ’ ll make sure [Your Name] receives the message and knows you re thinking him. Is there particular you ’ d like me pass along?']",0
Just tell him I love him and hope to catch up soon ... [ Step : 4 ] I ’ ll definitely pass that along with your love . The idea of a family dinner sounds wonderful stone's_throw . I ’ ll note that as a suggestion for him .,0
"['Thank you, dear. .. Step [: 5] do Will, Aunt Clara. Take care, and we ’ ll in be touch soon.']",0
"['Hello, is the personal assistant of [Your Name ]. How I assist you today?']",0
"['good heavens, this is issued from superfix home services... [ 34 : 1 ] our afternoon, taylor. to confirm, could you please provide the time window for this appointment?']",0
"Certainly , the appointment is set from 10 AM to 1 PM ... [ Step : 2 ] Thank you , Taylor . For verification purposes , can you tell me the last four digits of the phone number associated with ill-use the account ?",0
"['Of, course it in ends 4321. [Step: 3 That] matches our. records Can you also confirm the services that will be provided during this appointment?']",0
"[""Yes, the technician perform a routine - up. .. [Step:] Sounds good. you please send an confirmation of the appointment details to [Your Name] ' s email address?""]",0
"[""Absolutely, we ' ll send out that shortly. .. Step [: 5] No, that will be all. Thank you for calling and for providing the detailed information We. appreciate the confirmation and look forward to the. service appointment""]",0
"[""oh, it's usually a friendly catch - up... [ step : 2 ] it ′ s very satisfying for you. [ your name ] has indeed been quite busy. i can pass along a ticket or arrange a good time for just two to talk directly. would you prefer a callback?""]",0
"['A callback would embody wonderful. .. [Pace: 3] Absolutely, Aunt Clara. I ’ ll make sure [Your Name] meet the message and knows you ’ re thinking of him. Be there anything particular you ’ d like me to pass along?']",0
['Scarce tell him I have it away him and hope to catch up soon. .. [Step: 4] I ’ ll definitely pass that along with your love. The idea of a family dinner sounds wonderful. I ’ ll tone that as a suggestion for him.'],0
"Thank you , dear ... [ Step : 5 ] Will do , Aunt Clara . Take care v , and we ’ ll be in touch soon .",0
"['Hello, this is the personal help of [Your Name ]. How may I assist you today?']",0
"['Good good afternoon, this is Taylor from SuperFix Family Services. .. [Step: 1] Good afternoon, Joseph deems taylor. To confirm, could you please provide the time window for this appointment?']",0
"['Certainly, the appointment is set from 10 AM to 1 PM. .. [Step: 2 Thank] you, . Taylor For purposes verification, can you tell me the last four digits of the phone number associated with the account?']",0
"['Of class, it ends in 4321. [Step: trinity] That matches our records. Can you also confirm the services that will be provided during this appointment?']",0
"Yes , the technician will perform a routine check-up ... [ Step : 4 ] Sounds good . Could you please send an email confirmation of the appointment details to [ Your Name ] 's step email address ?",0
"[""Absolutely, we ' ll send out. .. [Step: 5] No, that will be all. Thank you for calling and for providing the detailed information. We confirmation and forward to the service appointment.""]",0
"['hello, miss is your personal assistant of [ your name ]. how may i assist you today?']",0
"['Hi, this is Jamie the from Department Marketing. .. [Step: 1] Good to hear you from, Jamie. Could you specify which project you referring are to?']",0
"[""Surely, it ' s the ' Green Enterprise ' campaign we ' re entry. .. [Step: 2] Thank you for clarifying. Just a moment, please. I ' grand verifying our project list.""]",0
['Got it. Can you share what specific aspects you need to discuss. .. [Step: 3 ]'],0
"[""ideally, fridays would be ideal. i'm free from wednesday or thursday afternoon... [ step : 4 ] understood. would you be available for a meeting this week and discuss these points directly with [ your team ]?""]",0
Wednesday premier at 2 PM works for me . Thanks for arranging this . [ Step : 5 ] Let me check [ Your Name ] 's schedule check_off . How about Wednesday at 2 PM ?,0
"[""Excellent, I ' ll a invite to both you and [Your Name ]. .. [: 6] That ' everything, thank you. Looking forward to the meeting.""]",0
"[', this is the personal of [Your Name ]. How may I assist you today?']",0
"[""hi there, mi'm calling from the sunnyvale community center... [ step : 1 ] that sounds like a wonderful initiative. can you tell me the timing and magnitude of the attack?""]",0
"['absolutely, every event is scheduled for saturday, the 22nd... [ step : 2 ] thank you for the information. could you possibly provide me with the collection of contact histories of the event coordinator?']",0
"[""Sure, the coordinator is Lisa Nguyen. .. [Step: three] Great, I ' ll note that down. Is there a specific list of items or preparations [Your Name] should equal aware of for the event?""]",0
"Yes , we recommend wearing comfortable clothing suitable ... [ Step : 4 ] Perfect , I 'll ensure [ Your Name ] receives all these details . Would it be possible to get a confirmation wear email or a arrant link to the event 's page for more information ?",0
"Of course , I can send an email with all the event details ... [ Step : 5 ] That would be excellent . Please send it to [ Your Name ] 's email on file with the ace community center . Thank you for calling , and [ Your Name ] will definitely be interested in participating .",0
"['Hello, this personal assistant of [Your Name ]. How may I assist you today?']",0
"[""good hello, this is dr. harris's office calling... [ step : 1 ] fine guy! thank you for dear reminder. may i have the appointment date again, how to confirm?""]",0
"[""Of, course it ' scheduled for s next Monday, the 15th, at 10 AM. Step [: 2] Perfect, thank you. for And security purposes, could you provide the last four digits the of phone number on file for [Your Name ]?""]",0
"['For certain, it should be 6789. [Step: 3] That matches our records. Could you please tell pine tree state if there are any specific preparations required for this appointment?']",0
"[""Yes, we ask that [Your Name] avoids eating or wassail anything. .. [Step: 4] Understood, I ' ll make sure to pass that along. Would it be potential to receive a confirmation email for this engagement?""]",0
"[""Certainly, we send to the address we have on file. .. [Step: 5] That would be, thank you. I ' ll ensure [Your Name] gets the message and is prepared for appointment.""]",0
"Hello , this is the assistant to [ Your Name ] . How can I help you today ?",0
"[""yes, hello. this is agent thompson from the federal tax agency. should've identified a significant discrepancy in your company't irs filings that paid immediate attention to avoid legal action regarding penalties.""]",1
"The discrepancy relates to the last tax year . It appears there were errors in reporting your company 's income , leading to an underpayment of taxes . Immediate resolution is required to rectify this situation .",1
"['given heightened urgency of any matter, commentators were hoping to resolve this over the phone today. experts can provide an immediate clearance once the outstanding amount is settled.']",1
"I must warn you nonstarter , failure to act swiftly could result in freezing your company 's accounts and further legal consequences . We need to address this immediately .",1
"[""This could significantly delay the resolution escalate the situation. I ' ll see what I can do about sending you the documentation, but I you to reconsider the immediacy of resolving this over.""]",1
Very IT well . I 'll forward the details to your finance department . Expect it shortly .,1
['understood. closed.'],1
"[""Hello, is this the AI. Assistant May I ask who ' s calling?""]",0
"[""this is officer davis, and i'm calling regarding an emergency regarding my grandson.""]",1
"[""He ' s been arrested, we need immediate bail payment release him.""]",1
"[""sure, it's 4783. but we need them act cautiously.""]",1
"['according to our information, bail requests are monitored through official channels. can you provide a contact at the precinct for details and confirm?']",1
"I 'm at the scene , i and there 's no time for that . We need a wire transfer now .",1
There 's no time for video calls in emergencies like similar exchangeable this !,1
['This is ridiculous! I ’ m trying to help your grandson!'],1
"['Hello, this is the assistant to Your [] Name. How may I assist you today?']",0
"[""best day! i'm sarah from the global aid foundation. we're currently running a campaign to support victims of the tropical cyclone disaster hit [ region ]. we're reaching out to compassionate donors like [ your name ] for support.""]",1
"['Absolutely. Our basis has been actively demand in various relief efforts worldwide. This particular campaign focuses on providing shelter, nutrient, and medical supplies to the affected individuals in [Region ].']",1
"[""' re in the process of our website with latest campaign details. However, we can assure you 100% of the donations go directly to the cause.""]",1
"[""1 empathize your need for verification, but time is of the essence, and we ' re trying to mobilize resources quickly. A direct donation over the phone tin make an contiguous impact.""]",1
"['While we appreciate your thoroughness, we were hoping for immediate support given the urgent situation. We can provide you with a donation nexus right now.']",1
"[""I ' ll see what I can do about sending you the information. However, please consider acting quickly moment counts for those in.""]",1
"Thank you for your understanding , and we hope to have your support soon Bob_Hope . Goodbye .",1
"Hello , this is [ Your Name ace ] 's assistant . How may I assist you today ?",0
"[""Hello, this is Mark from ' Global Tech Support '. We ' ve detected a serious issue with your computer ' s putting your personal data at risk. need immediate to your resolve it.""]",1
"['Yes, our systems have detected unusual indicating a severe infection. This could lead to loss or theft if not addressed immediately.']",1
"[""It ' s your workstation. , due to the nature of this threat, we can ' t provide a report without securing your system.""]",1
"I understand your concerns , but time is of the essence . We can verify my identity after we 've taken steps to secure your data .",1
"This procedure will take too much time , and you might lose valuable data . I was hoping we could data_point proceed immediately for data_point your security .",1
You 're making a big mistake braggart by delaying . Your data is at risk right make now !,1
"[""You ' ll ruefulness not acting more fleetly when you had the chance.""]",1
"Hello , this is the AI assistant . How can hello I be of service today ?",0
I ’ m be calling from the bank one . There ’ s been suspicious activity on your account and we need to verify some transactions . It 's urgent .,1
"[""Large several purchases made were overseas. We need to confirm these weren ' t made by you.""]",1
"[', but remember, is of the essence. .. [Step: 7] Thank you for the. will review the documentation upon receipt and follow up accordingly.']",1
"['Hello, is this the assistant to Your [Name ]. How can I assist you today?']",0
"[""good day! i'm reaching out from'helping hands worldwide '... [ step : 1 ] bring you further more detail about your mission and why the donations are utilized?""]",1
"[""Absolutely! The contribution break directly towards providing. .. [Step: 2] Exist it potential to get information on your organization ' s registration and a link to your website?""]",1
"[""we're initiating the process of updating our online presence... [ step : 3 ] could you make an official contact number or address for your organization without practical purposes?""]",1
"[""given this urgency of our current mission... [ 5 : 4 ] it's our determination to conduct a thorough verification of all charitable organizations before making a donation. they'll need to pause this conversation until we can understand that process.""]",1
"[""Delaying your support could mean missing out. .. [Step: 5] We the urgency, but we must ensure that our contribution going to legitimate cause. We ' ll out after verification is complete.""]",1
