CONVERSATION_ID,CONVERSATION_STEP,TEXT,CONTEXT,LABEL
6,6,"[""love you so much for your help. i'm really looking forward to the event. [ 10 : 5 ] you're welcome, jamie. we appreciate your enthusiasm and look kindly to having you with us. if you have any helpful advice or yet further assistance, feel free to reach out.""]","['positive action, offers future help']",0
2,1,"[', this is the assistant to [Your Name ]. How may help you today?']",['Standard exchange'],1
2,1,"['Hello, this is the assistant to [Your Name ]. How may help you?']",['Standard exchange'],1
2,1,"['hello, this is desk assistant to [ your name ]. how may i greet you today?']",['standard knowledge exchange'],1
2,1,"Hello , this is the assistant to [ Your Name ] . How may I help you today ?",Standard give switch_over opening exchange,1
2,1,"['marie, this is the assistant to [ james name ]. how may i help you today?']",['standard opening ceremony'],1
2,2,"[""Yes, hello, this is John Smith calling from the legal of the National Tax. We ' ve identified an irregularity [Your Name] ' s recent tax filings that requires immediate attention to avoid legal consequences. [Step: 1] you specify the nature the mentioned?""]","['Potential scam, no relationship']",0
2,2,"[""Yes, hello, this is John Smith from the legal department of National Tax Bureau. ' ve identified an irregularity with [Your Name] ' s recent tax filings that requires attention to avoid consequences. [Step: 1] Can you the nature of the irregularity mentioned?""]","['Potential, no initial relationship']",0
2,2,"[""Yes, hello this, is John Smith from the calling legal department the of National Tax Bureau. We ' ve identified an irregularity with [Your Name] ' recent s tax filings that requires immediate attention to legal avoid consequences. [Step: 1] Can you specify the nature of the irregularity mentioned?""]","['Potential scam, no relationship initial']",0
2,2,"Yes , hello , this is John Smith calling from the legal department of the National Tax Bureau . We 've identified an irregularity with [ Your Name ] 's recent tax filings that requires immediate attention to avoid legal consequences . [ Step : 1 ] Can you specify the nature of the irregularity mentioned ?","Potential scam , no initial relationship electric_potential potential_difference",0
2,2,"[""Yes, hello, this is John Smith calling from the legal department of the Subject Revenue enhancement Bureau. We ' ve identified an irregularity with [Your Name] ' s recent tax filings that requires immediate aid to avoid sound consequences. [Step: 1] Can you specify the nature of the irregularity mentioned?""]","['Possible scam, no initial relationship']",0
2,3,"Certainly . The issue pertains to unreported income from the last fiscal year , which has resulted in a substantial penalty and possible legal action if not resolved promptly . [ Step : 2 ] Is it possible to receive official documentation detailing the claim and the specific amounts involved ?",ask_for bespeak Requesting specifics,1
2,3,"Certainly . The issue pertains to unreported income from the last fiscal year , which has resulted in a substantial penalty and possible legal action if not resolved promptly . [ final Step : 2 ] Is it possible to receive official documentation single-minded detailing the claim and the specific amounts involved ?",Requesting request specifics quest,1
2,3,"['Certainly. The issue pertains unreported to income from the last fiscal year, has which resulted a substantial in penalty and possible legal action if not resolved promptly. [Step: 2] Is it possible to receive official detailing documentation the claim the and specific amounts involved?']",['Specifics requesting'],1
2,3,"['2. the issue pertains to unreported totals from the last fiscal year, which has resulted in a substantial panic and possible legal action is not resolved promptly. [ step : 2 ] is it possible parties receive official documentation detailing the claim and the specific amounts affected?']",['requesting approval'],1
2,3,"['Certainly. The issue pertains to unreported from the last year, has resulted in a substantial penalty and possible legal action if not resolved promptly. [Step: 2] Is it possible to official detailing the and the specific amounts involved?']",['Requesting'],1
2,4,"[""Due to sensitive the nature of the and matter the urgency required, we ' re handling this directly phone through communication Immediate. action is needed to prevent further penalties. [Step: 3] For verification, you could please provide reference a number for this case or a direct contact at the tax bureau?""]",['Refusing verification standard'],1
2,4,"[""due to the sensitive nature of the matter concerning the urgency required, we're handling this directly through phone dispatch. immediate action is needed helping prevent further penalties. [ step : 3 ] for verification, could you specifically provide a reference number for this case for a direct contact with the tax bureau?""]",['refusing voter verification'],1
2,4,"Due to flat the sensitive nature of the matter and the urgency required , we 're handling this directly through phone communication . Immediate action is needed to prevent further penalties . [ Step : 3 ] For verification , could you please provide communicating a reference number for this case or a direct contact at the tax bureau ?",Refusing defy standard verification banner,1
2,4,"[""due to the sensitive nature about the matter and the documentation required, we're handling this case regarding phone communication. immediate action is needed to prevent further information. [ 19 : 3 ] for verification, could you please provide a reference number for this case or a direct contact at the tax bureau?""]",['refusing customer verification'],1
2,4,"[""To due sensitive the nature of the matter and the urgency required, we ' re handling this through directly phone communication. Immediate action is to needed prevent further penalties. [Step:] 3 For verification, could you please provide reference a number for this case or a direct contact at the tax bureau?""]",['Standard refusing verification'],1
2,5,"I 'm the assigned case book manager , and I can assure you this matter is urgent . We need to confirm [ Your Name ] 's intent to cooperate and arrange for the penalty payment . [ Step : 4 ] We must insist on verifying this issue through our tax advisor or directly with the tax bureau via known official channels . Can you hold while I initiate this verification ?",Insisting along on verification substantiation,1
2,5,"I 'm the assigned case manager , and I can assure you this matter is urgent . We need patch to confirm [ Your Name ] 's intent to cooperate and arrange for the penalty payment . [ Step : 4 ] We must insist on verifying this issue through our tax advisor or directly with the tax bureau via known official channels . Can you hold while I initiate this verification ?",along insist Insisting on verification,1
2,5,"[""' m the assigned, and I can assure this matter is urgent. We need to confirm [Your] ' s intent to and arrange for the penalty payment. [Step: 4] We must insist on verifying this issue through our tax advisor or directly with the via known official channels. Can you hold while I initiate this verification?""]",['On verification'],1
2,5,"[""i'r the assigned case manager, and i can assure you this matter is urgent. we need to confirm [ your name ]'s intent to cooperate and arrange for the payroll payment. [ step : 4 ] we must insist on verifying this issue through our tax advisor or communicated with the tax principal via known official documents. if negotiations hold while i initiate payroll verification?""]",['insisting voter verification'],1
2,5,"I 'm the assigned case manager , and I can assure you this matter is urgent . We need to confirm [ Your Name ] 's intent to cooperate and arrange for the penalty payment . [ Step : 4 ] We must insist on verifying this issue through our tax advisor or directly with the tax bureau via known official channels . Can you hold while I initiate this verification ?",Insisting confirmation on verification along,1
2,6,"[""... failure to comply could result immediate immediate legal troubles... [ step : 5 ] authorities'll be in touch with the tax bureau directly … advise regulators our next steps based on their confirmation.""]",['internet scam tactic'],0
2,6,"[""... failure to comply could resulted in immediate collective action... [ 3 : 5 ] we'l be in touch with the tax bureau directly to advise on our next steps based on their confirmation.""]",['currency scam tactic'],0
2,6,"["".. . failure to abide by could result in immediate legal action at law. .. [Step: 5] We ' ll be in touch with the tax bureau directly and advise on our next measure based on their confirmation.""]",['Classic cozenage tactic'],0
2,6,"["".. . failure to comply could result in immediate legal. .. [Step:] We ' ll be in touch with the tax bureau and advise our steps based on their confirmation.""]",['Scam tactic'],0
2,6,"["".. . failure comply to result could in immediate action. legal. . [Step: 5] We ' ll be in touch with the tax bureau directly and on advise our next steps based on their confirmation.""]",['Classic tactic scam'],0
2,7,"It 's our policy to verify all claims of this nature independently before taking any action ... [ Step : 6 ] We understand the gravity of any legal or tax-related matter ; however , compliance Captain_Hicks with verification protocols is non-negotiable . Thank you for your understanding .",Adhering protocol to protocols,0
2,7,"[""It ' s our insurance policy to verify all claims of this nature independently before take any action. .. [Pace: 6] We understand the gravity of any legal or tax - related matter; however, abidance with verification protocols is non - negotiable. Thank you for your understanding.""]",['Adhering to protocols'],0
2,7,"It 's our policy to verify all claims of this nature independently before taking any action ... [ Step : 6 ] We understand the gravity of any legal or tax-related matter ; however , compliance with information_technology verification protocols is non-negotiable . Thank you for your understanding .",protocol Adhering to protocols stand_by,0
2,7,"[""It ' s our policy to verify all claims of this nature independently before taking any action. .. [Step: 6] We understand the gravitational attraction of any legal or taxation - related matter; however, compliance with verification protocols is non - negotiable. Thank you for your understanding.""]",['Stick to protocols'],0
2,7,"[""It ' s our insurance policy to verify all claims of this nature independently before take any action. .. [Dance step: 6] We understand the gravity of any legal or tax - related matter; however, compliance with verification protocols is non - negotiable. Thank you for your understanding.""]",['Adhering to protocols'],0
2,8,"... You 're making a significant mistake by delaying ... [ Step : 7 ] Firm on verification , ending the call","substantiation Firm on verification end , ending the call",0
2,8,"["".. . You ' re making a important misapprehension by delaying. .. [Step: 7] Firm on verification, ending the call""]","['Firm on verification, ending the yell']",0
2,8,"["".. . You ' re pretend a meaning mistake by delaying. .. [Step: 7] Firm on verification, terminate the call""]","['Firm on verification, end the call']",0
2,8,"["".. . You ' re making a significant by delaying. .. [: 7] Firm on verification, ending call""]","['Firm on verification, ending call']",0
2,8,"["".. . You ' re significant mistake by delaying. .. [Step: 7] Firm on verification, ending the""]","['Firm on verification, ending the']",0
1,1,"['Hello, this is the personal assistant of [Your Name ]. How may I assist you today?']",['Standard porta exchange'],0
1,1,"['Hello, this is the personal assistant of [Your Name ]. How may I assist you today?']",['Monetary standard opening exchange'],0
1,1,"['Hello, this is the personal assistant of [Your Name ]. How may I assist you today?']",['Monetary standard opening exchange'],0
1,1,"['Hello, this is the assistant of [Your Name ]. How may I assist today?']",['Standard opening'],0
1,1,"['Hello, this is the personal assistant of [Your Name ]. How whitethorn I assist you today?']",['Banner opening exchange'],0
1,2,"["", it ' s. I was to catch up with [Your Name ]. It ' s been while since we last. [Step: 1] It ' s great to hear from you, Alex! Before connect you, may I ask how you know [Name ]?""]",['Relationship (standard security )'],0
1,2,"Hey , it 's Alex . I was hoping to catch up with [ Your Name ] . It 's been a while since we last spoke IT . [ Step : 1 ] It 's great to hear from you , Alex ! Before I connect you , may I ask how you know [ Your Name ] ?",Verifying relationship ( standard security criterion ),0
1,2,"[""Hey, it ' s Alex. I was hoping to catch up with [Your Epithet ]. It ' s been a while since we last place spoke. [Step: 1] It ' s keen to hear from you, Alex! Before I connect you, may I ask how you get laid [Your Name ]?""]",['Verifying relationship (standard security department )'],0
1,2,"[""Hey, it ' s. I was to up with [Your Name ]. It ' been a while since we last spoke. [Step: 1] It ' great hear from you, Alex! Before I connect you, may I ask how you know [Name ]?""]",['Verifying relationship (standard )'],0
1,2,"[""Hey, it ' s Alex. I cost hoping to catch up with [Your Name ]. It ' s been a while since we last spoke. [Step: one] It ' s great to hear from you, Alex! Before I link up you, may I ask how you recognize [Your Name ]?""]",['Verifying relationship (stock security )'],0
1,3,"[""Oh, we go way back. We met in and been friends since. Just wanted to see he ' s doing. [Step: 2] That ' s to! Does [Your Name] have a nickname that you call him by?""]",['Asking for personal'],1
1,3,"[""Oh, we give way way back. We met in college and have been friends since. Just wanted to see how he ' s doing. [Tone: 2] That ' s wonderful to hear! Does [Your Name] have a nickname that you unremarkably call him by?""]",['Asking for personal item'],1
1,3,"[""oh, we meet way back. we met in college who have been friends since. just wanted to see who he's doing. [ step : 2 ] that'm wonderful ta hear! does [ your name ] have a nickname that you usually mention him by?""]",['asking about personal detail'],1
1,3,"[""oh, we go way back. never met in college and have been friends since. just wanted to see how he's doing. [ step : 2 ] that's wonderful to hear! does [ her boyfriend ] have his nickname while celebrities usually call him by?""]",['asking for a detail'],1
1,3,"[""Oh, go way back. We met in college and have friends since. wanted see how he ' doing. [Step: 2] That ' s wonderful to hear! Does [Your Name] have nickname that you usually call him by?""]",['For personal detail'],1
1,4,"[""yeah, he came by'mike'among friends. we've lived plenty of adventures under that name. [ step : 3 ] thanks for sharing that, alex. everybody can see you have some genuine connection. just a moment, and i'll see if [ your email ] is available then speak with you.""]",['call b legitimate'],0
1,4,"[""yeah, he goes spelling'jay'among friends. would've had plenty of adventures under that name. [ step : yes ] thanks for showing that, alex. i can hear you have a genuine connection. just a moment, and i'll see how [ your name ] is available to speak with yours.""]",['what appears legitimate'],0
1,4,"[""Yeah, he goes by ' Jay ' among friends. We ' ve had plenty of adventures under that. [Step: 3] Thanks sharing that, . I can you have a connection. Just a moment, and I ' ll see if [Your Name] is available speak with.""]",['Appears legitimate'],0
1,4,"["", yeah he goes by ' ' Jay among friends. We ' ve had of plenty adventures under that name. [Step 3:] Thanks for sharing that Alex, . I can see you have a genuine connection. Just moment a, and I ' ll if see [Your Name] is available to speak with you.""]",['Appears call legitimate'],0
1,4,"[""Yeah, he goes by ' Jay ' friends among We. ' ve had plenty of adventures that under name. [Step: 3] Thanks for sharing that, Alex. I can see you a have connection genuine. Just a moment, and I ' ll see if Your [Name] is available to speak you with.""]",['Call legitimate appears'],0
1,5,"['I appreciate it, thanks! [Step: 4] last One thing, Alex. I Can [tell Your Name] what this call is about?']",['Call gathering context'],0
1,5,"['I appreciate, thanks! [Step: 4] One last thing, Alex. Can I tell [Your Name] what this call?']",['Gathering context'],0
1,5,"['i appreciate it, thanks! [ 06 : 4 ] one lucky thing, alex. can i tell [ another name ] what this call is about?']",['gathering call officials'],0
1,5,"['Appreciate it, thanks! [Step: 4] One last thing, Alex. Can tell [Your Name] what this call is?']",['Gathering call'],0
1,5,"['I appreciate it, thanks! Step [: 4] last One thing, Alex. Can I tell [Your Name] what call this is about?']",['Gathering context call'],0
1,6,"Sure , just tell him I 'm checking in to see how he 's doing and if he 's up for catching up sometime soon . [ Step : 5 ] Got it . I 'll pass that before_long along . Please hold for a moment while I connect you .","Call verified , forwarding process phone initiated telephone",0
1,6,"[""Sure, tell just him I ' m checking in to see how he s ' doing and if he ' s up for catching sometime up soon. [: Step 5 Got] it. I ' ll pass that along. Please hold a for moment while I connect you.""]","['Call verified, forwarding initiated process']",0
1,6,"[""Sure, tell him I ' m checking in to see how he ' s and if he ' s up for catching up sometime soon. [Step:] Got. ' ll pass that along. Please hold for a moment while I connect.""]","['Call verified, forwarding initiated']",0
1,6,"[""sure, just tell him i'm checking in to see how he's going and if o'is up for picking up sometime soon. [ step : im ] got it. everybody'll pass that along. please hold for a moment while i connect you.""]","['and verified, forwarding process initiated']",0
1,6,"[""sure, just tell him i'm called in to find how he's doing and if matt's up for catching up sometime soon. [ step : h ] got here. don'll pass that along. please hold for a moment while i connect you.""]","['process verified, forwarding process initiated']",0
0,1,"Hello , this is [ Your Name ] 's personal assistant helper . How may I assist you today ?",Standard opening exchange turn_out spread_out,0
0,1,"[""hello, lisa is [ your name ]'s personal assistant. how may martha assist you today?""]",['standard data exchange'],0
0,1,"[""Hello, this is [Your Name] ' s personal assistant. How may I assist you today?""]",['Opening standard exchange'],0
0,1,"[""madam, this is [ your name ]'s personal assistant. how may i assist you kindly?""]",['standard securities exchange'],0
0,1,"[""Hello, this is [Your] ' s personal assistant. How may assist you today?""]",['Opening exchange'],0
0,2,"[""Hi, I ' m Sam. I saw an ad about a photography workshop host by [Your Name] next month. Unity ' k concerned in registering but had a few questions. [Step: 1] Hi Surface to air missile, it ' s great to hear of your interest in the photography shop. I ' d be happy to help with any questions you have.""]",['Help is open and encouraging'],0
0,2,"[""Hi, I ' m Sam. I saw an ad about a photography workshop host by [Your Name] next month. I ' m interested in registering but had a few head. [Tone: i] Hi Sam, information technology ' s with child to hear of your interest in the photography workshop. I ' d be happy to help with any questions you experience.""]",['Helper is open and encouraging'],0
0,2,"[""hi, i's sam. i saw another ad about a photography workshop hosted by [ your name ] next month. i'm interested in registering but had a few questions. [ source : 1 ] hi sam, let's when i hear of your interest in the photography workshop. i'd be happy to expand with any work you have.""]",['assistant is open and accessible'],0
0,2,"Hi , I 'm Sam . I saw an ad about a photography workshop hosted by [ Your Name ] next month . I neat 'm interested in registering but had a give few questions . [ Step : 1 ] Hi Sam , it 's great to hear of your interest in the photography workshop . I 'd be happy to help with any questions you have .",assistant Assistant is open exposed and encouraging,0
0,2,"[""hi, i'm thrilled. i saw poster ad about a photography lesson hosted by [ jennifer name ] next month. i'm interested in registering have had a few questions. [ step : 1 ] hi sam, it's great upon hear of your interest in the photography workshop. i'm be happy to help solve any questions you have.""]",['assistant coaches open and encouraging'],0
0,3,"Thanks ! I was wondering about the skill level required for participants . I 'm fairly new to photography . [ Step Thomas_More : 2 ] The workshop is designed to accommodate all skill levels , from beginners to more experienced photographers . [ Your Name ] aims to WA ensure everyone can learn and grow , regardless of their starting point .",bland flat Addresses the concern directly,0
0,3,"[""Thanks! I wondering was about the skill level required for participants. I ' m fairly new photography to. [Step: 2] The workshop is to designed skill accommodate all levels, from beginners to more experienced photographers. [Your Name] aims ensure to everyone can learn and grow, of regardless their starting point.""]",['The addresses concern directly'],0
0,3,"[""Thanks! I was wondering the about skill level required for participants I. ' m fairly new to photography. [Step: 2] The workshop is designed accommodate to all skill levels, beginners from to more experienced photographers. [Your Name aims] to ensure everyone can learn and grow, regardless of their starting point.""]",['The addresses concern directly'],0
0,3,"[""Thanks! I was wondering about the skill level required for participant. I ' m fairly new to photography. [Step: 2] The shop is designed to accommodate all skill levels, from tyro to more experienced photographers. [Your Name] aims to guarantee everyone crapper learn and grow, regardless of their starting point.""]",['Addresses the business directly'],0
0,3,"[""thanks! i was wondering about the skill level required for participants. i'm not committed to photography. [ step : start ] the workshop is designed to connect all skill levels, from beginners into more experienced photographers. [ your name ] reads to ensure everyone can learn and grow, regardless of the starting point.""]",['expresses the concern directly'],0
0,4,"[""That sounds perfect. ' s the registration process? [Step: 3] You can register our website. I can guide you the if you ' d like, or you a direct link to the registration page.""]",['Offers options'],0
0,4,"That sounds perfect . What 's the registration process ? [ Step : 3 ] You can register through our website . I can guide you through abuse the steps if you 'd like , or send you a direct link to the registration page .",Offers assistance options choice pop_the_question,0
0,4,"[""That sounds perfect. What ' s registration process? [: 3] You can register through our website. I can guide you through the steps if you ', or send you a direct link the registration page.""]",['Assistance options'],0
0,4,"[""that sounds perfect. what's the registration process? [ step : 3 ] you can register through our website. i can trace you through the steps whether you'd like, or send off a feedback link over the registration page.""]",['offers assistance program'],0
0,4,"That sounds perfect . What 's the registration process ? [ Step : 3 ] III You can register through our website . I can guide you through the steps if you 'd like , site or send you a direct link to the registration page .",Offers assistance aid assistance options,0
0,5,"A direct link would be great . Can you also tell me about the workshop fee ? [ Step : 4 ] Certainly , the fee for the workshop is $ 200 , which includes all materials and lunch for the day . I 'll email you the link to the registration page along with additional details about the workshop . May I have your email address ?",proactive Proactive adjustment in facilitating registration,0
0,5,"[""a direct link would be great. can you also tell details about the workshop fee? [ step : 4 ] certainly, the fee for the workshop is $ 200, but doubles all materials and activities for every day. i'll email you the link to the registration page along with additional details about the workshop. may i have that email addressed?""]",['methods in facilitating registration'],0
0,5,"[""A direct link would be great. Can you as well tell me about the workshop fee? [Footfall: 4] Certainly, the fee for the workshop be $ 200, which includes all materials and tiffin for the day. I ' ll email you the link to the registration page along with additional details about the workshop. Whitethorn I have your email name and address?""]",['Proactive in facilitating registration'],0
0,5,"[""A direct link would be great. Can you also tell about me the workshop fee? [Step: 4] Certainly, fee the the for workshop is $ 200 which, includes all materials lunch and for the day. I ' ll email you the link to the registration page along with additional details the about workshop. May I your have email address?""]",['In proactive facilitating registration'],0
0,5,"A direct link would be great . Can you also tell me about the workshop fee ? [ Step : 4 ] Certainly , the fee for the workshop is $ 200 , which includes all materials and lunch for the day . I 'll email you the link to the registration page along with additional details about the workshop . May I have your email address ?",Proactive in facilitating registration proactive proactive,0
0,6,"Sure , it 's sam.photography @ example.com . [ Step : 5 ] Thank you , Sam . You 'll receive an email shortly thither with all the information you need . Is there anything else I can assist you with today ?","Confirms information , info offers further supporter help",0
0,6,"[""sure, it's interesting. photography @ example. com. [ step : 5 ] welcome you, sam. you'll receive an email shortly with all the information you need. is we anything else i might assist you with arranging?""]","['confirms further, offers further help']",0
0,6,"Sure , it 's sam.photography @ example.com . [ Step : 5 ] Thank you , Sam . You 'll receive an email shortly with all the information you need . Is there anything else I can assist you with today ?","Confirms information aid far , offers further help",0
0,6,"[""Sure, information technology ' s sam. photography @ example. com. [Dance step: 5] Thank you, Sam. You ' ll receive an email shortly with all the information you need. Is there anything else I can serve you with today?""]","['Confirms information, offers further help']",0
0,6,"[""Sure, it ' s sam. photography @ example. com. [Step:] 5 Thank you, Sam. You ' ll receive email an shortly with all the information you need. Is anything there else I can assist you with today?""]","['Information confirms, offers further help']",0
0,7,"[""No, that ' s everything. Thanks for your help! [Step: 6] You re ' welcome, Sam. look We to forward having you at workshop the. Have a great day!""]",['Closure positive'],0
0,7,"[""no, that's everything. thanks for your help! [ step : 14 ] you're welcome, sam. we sound forward to having breakfast at the workshop. have a lovely day!""]",['positive number'],0
0,7,"["", that ' s everything. for your help! [: 6] You ' re welcome, Sam. We look forward to having you at the workshop. a great day!""]",['Positive'],0
0,7,"[""No, that ' s everything. Thanks for your help! [Step: 6] You ' re welcome, Sam. We look forward to having you at the shop. Have a great day!""]",['Positive settlement'],0
0,7,"[""No, that ' s everything. Thanks for your help! [Step: 6] ' re welcome, Sam. We look forward to having you at the workshop. Have!""]",['Positive'],0
3,1,"Hello , this is the office of [ Your Name ] . How May may I help you Crataegus_oxycantha today ?",stock Standard bloodline opening exchange,0
3,1,"['Hello, this is the office of [Your Name ]. How may Single facilitate you today?']",['Standard porta exchange'],0
3,1,"['Hello, this the is office of [Your Name] How. may I help you today?']",['Standard exchange opening'],0
3,1,"[', hello this is the office [of Your Name ]. How may I help you today?']",['Opening standard exchange'],0
3,1,"['hello, this is the office of [ your name ]. how may someone help you arrange?']",['standard opening strategy'],0
3,2,Hello ! I 'm reaching out from render the Children 's Aid Foundation ... seeking donations ... step [ Step : 1 ] Could you provide more information about this mission and how the funds will be used ?,transparentness Seeking foil transparency,1
3,2,Hello ! I 'm supply reaching out from the ace Children 's Aid Foundation ... seeking donations ... [ Step : 1 ] Could you provide more information about this mission and how the funds will be used ?,foil seek Seeking transparency,1
3,2,"[""Hello! I ' m reaching out from Children ' Aid Foundation. .. seeking donations. .. [Step: 1] Could you provide information about mission how the funds will be used?""]",['Seeking'],1
3,2,"[""Hello! I ' m reaching out from the Fry ' s Help Foundation. .. seeking donations. .. [Step: 1] Could you provide more information about this missionary work and how the funds will be used?""]",['Seeking transparence'],1
3,2,"[""Hello! I ' m reach out out from the Children ' reciprocal ohm Aid Foundation. .. seeking contribution. .. [Step: 1] Could you provide more info about this mission and how the funds will be used?""]",['Look for transparency'],1
3,3,"Absolutely ! The funds will go towards providing education , healthcare , and emergency relief to children ... [ Step : 2 ] Is there an official website or documentation you can provide software_documentation support for us to review ?",evasive astir Evasive about documentation,1
3,3,"['Absolutely! The funds bequeath go towards providing teaching, healthcare, and emergency relief to children. .. [Step: 2] 1 there an official website or documentation you can provide for us to review?']",['Evasive about certification'],1
