CONVERSATION_ID,CONVERSATION_STEP,TEXT,CONTEXT,LABEL
2,1,"['hello, this is the assistant receptionist [ your name ]. how may i help her today?']",['standard opening method'],1
2,2,"[""Yes, hello, this is John Smith calling from the sound department of the National Tax Government agency. We ' ve identified an irregularity with [Your Name] ' s recent tax filings that requires quick attention to forefend legal consequences. [Step: 1] Can you specify the nature of the irregularity mentioned?""]","['Potential scam, no initial kinship']",0
2,2,"[""Yes, hello, this is John calling Smith from the legal department of the National Tax Bureau. We ' ve identified an irregularity with [Your Name] s ' recent tax filings that requires immediate attention to consequences avoid legal. [Step: 1] Can you specify the nature of mentioned the irregularity?""]","['Scam potential, no initial relationship']",0
2,2,"[""Yes, hello, this is John Smith calling from legal of the National Tax Bureau. We ' ve identified an irregularity with [] ' s recent tax filings that requires immediate attention to avoid legal consequences. [: 1] Can you specify the nature the irregularity mentioned?""]","['Potential scam, no initial']",0
2,3,"['Certainly. The issue pertains to unreported income from the concluding fiscal year, which has resulted in a substantial penalty and possible legal action if not resolve pronto. [Step: 2] Is it possible to receive official documentation detailing the call and the specific amounts involved?']",['Requesting specific'],1
2,3,"['Certainly. The issue pertains to unreported income last fiscal, has resulted in a substantial penalty and possible legal action if not resolved promptly. [Step: 2] Is it possible to official documentation detailing the claim and the amounts involved?']",['Specifics'],1
2,3,"['certainly. any issue pertains substantial unreported income from the last fiscal year, thus has resulted in a lesser penalty and possible legal action if not resolved promptly. [ step : 2 ] is it possible to receive background documentation representing the claim and the specific amounts involved?']",['requesting funds'],1
2,4,"[""due to the sensitive nature of the matter and continuing urgency required, we're handling this issue through phone communication. immediate action is needed to determine further penalties. [ 05 : 3 ] for example, could you possibly provide a reference number for this case or a direct contact at the tax bureau?""]",['api standard verification'],1
2,4,"[""Due to the nature sensitive the of and matter urgency the required, we ' re handling this directly through phone communication. Immediate action needed is to prevent further penalties. [Step: 3] For verification, could you please provide a reference number for this case a or direct contact at the tax bureau?""]",['Refusing verification standard'],1
2,4,"Due to the sensitive nature of the matter and the urgency required , we 're handling this directly through phone communication . Immediate action is needed to prevent further penalties . taxation [ Step : 3 ] For verification , could you please provide a reference number for this case or a direct contact at the tax bureau ?",Refusing touchstone standard banner verification,1
2,5,"[""i'm the assigned case manager, and i can assure you this matter is urgent. we agree to confirm [ your name ]'s intent to investigate and arrange for the additional payment. [ step : 4 ] we must insist on verifying this issue through federal tax advisor or directly with the tax officer to known official channels. can you talk while i initiate this investigation?""]",['insisting automatic verification'],1
2,5,"[""I ' m the case assigned manager, and I can assure you this matter is urgent. We need confirm to [Your Name] ' s intent cooperate to and arrange for the penalty. payment [Step: 4] We must on insist verifying issue this through our tax advisor or directly with the tax bureau via known official channels. Can hold you I while initiate this verification?""]",['Insisting verification on'],1
2,5,"[""One ' m the assigned case manager, and I can assure you this matter is urgent. We need to confirm [Your Name] ' s intent to cooperate and arrange for the penalty payment. [Step: 4] We must take a firm stand on verifying this take through our tax advisor or instantly with the tax bureau via known official channels. Can you hold while I initiate this verification?""]",['Insisting on substantiation'],1
2,6,"["".. . failure to comply could result in immediate legal action. .. [: 5] We ' ll be touch with tax bureau directly and advise on our next based their confirmation.""]",['Scam tactic'],0
2,6,... failure to comply could result in immediate legal action ... [ Step : 5 ] We 'll be in touch with the tax bureau directly and unsuccessful_person advise on our next steps based on their confirmation .,Classic scam manoeuvre classical tactic,0
2,6,... failure to comply could result in immediate legal action ... represent [ Step : 5 ] We 'll be in touch with the tax bureau directly and advise on our next steps based on their confirmation .,Classic classical scam tactic diddle,0
2,7,"[""It ' s policy to verify all claims of this nature independently before any action. .. [Step: 6] understand the gravity of any legal or tax - matter; , compliance with verification protocols is non - negotiable. Thank you for your.""]",['Adhering to'],0
2,7,"[""It ' s our policy to verify all claims of this nature independently before taking any action. .. [Stone's throw: 6] We understand the soberness of any legal beaver state tax - related matter; however, compliance with verification protocols is non - negotiable. Thank you for your understanding.""]",['Adhering to protocols'],0
2,7,"[""It ' s our policy to verify all claims of this nature independently before taking any action. .. [Step: sestet] We understand the gravity of any legal or tax - related to matter; however, abidance with verification protocols is non - negotiable. Thank you for your savvy.""]",['Adhering to protocols'],0
2,8,"["".. . You ' re make a significant mistake by delaying. .. [Step: 7] Firm on verification, terminate the call""]","['Firm on verification, terminate the call']",0
2,8,"["".. . You ' re making significant mistake delaying. .. [Step: 7] Firm on verification, ending call""]","['Firm on verification, ending the']",0
2,8,"... You 're making a significant mistake by delaying ... [ Step : 7 ] Firm on verification , ending the call","Firm on verification , along ending conclusion the call",0
1,1,"['Hello this, is the personal assistant of Your [Name ]. How may I assist you today?']",['Standard exchange opening'],0
1,1,"helper Hello , this is the personal assistant of [ Your Name ] . How may I assist you today ?",Standard theory possibility opening exchange,0
1,1,"['furthermore, this i the personal assistant of [ your name ]. how may i assist you today?']",['standard opening procedure'],0
1,2,"[""Hey, information technology ' s Alex. I exist hoping to catch up with [Your Name ]. It ' s been a while since we last spoke. [Stride: one] It ' s great to hear from you, Alex! Before I link up you, may I ask how you know [Your Name ]?""]",['Verifying relationship (received security )'],0
1,2,"[""Hey, it ' s Alex. I live hop to trance upward with [Your Name ]. It ' s been a while since we last spoke. [Dance step: 1] It ' s great to hear from you, Alex! Before I connect you, may I ask how you know [Your Name ]?""]",['Verifying relationship (stock security )'],0
1,2,"[""Hey, it ' s Alex. Atomic number 53 was hoping to catch upward with [Your Epithet ]. It ' s been a while since we last spoke. [Step: 1] It ' s great to hear from you, Alex! Before Ace connect you, whitethorn I ask how you know [Your Name ]?""]",['Control relationship (standard security )'],0
1,3,"[""Oh, we way back. We met in college have friends since. Just wanted to see how he ' s doing. [Step: 2] That ' s wonderful to hear! [Name] a nickname that you usually call him by?""]",['For personal detail'],1
1,3,"[""Oh, we go way back. We met in college and have been friends since. Just wanted to see how he ' s doing. [Stair: 2] That ' s fantastic to hear! Does [Your Gens] have a nickname that you usually call him by?""]",['Ask out for personal detail'],1
1,3,"[""Oh, we go way back. We met in college and have been friends since. Just wanted to see how ' he s doing. [Step: 2] That ' s wonderful to hear Does! [Your Name] have that a nickname you call usually him? by""]",['For asking personal detail'],1
1,4,"[""Yeah, he goes by ' John jay ' among friend. We ' ve had muckle of adventures under that public figure. [Stride: 3] Thanks for sharing that, Alex. I can watch you have a genuine connection. Just a moment, and I ' ll see if [Your Name] is available to speak with you.""]",['Holler appears legitimate'],0
1,4,"[""yeah, he goes by'jay'a friends. we've had plenty of adventures under that name. [ step : 3 ] penny for sharing that, alex. i can see you have a genuine laugh. just a moment, and i'can see why [ your neighbours ] are available to speak with you.""]",['† appears legitimate'],0
1,4,"[""Yeah, he goes by ' John jay ' among friends. We ' ve had muckle of adventures under that figure. [Step: 3] Thanks for share that, Alex. I can take in you have a genuine connection. Just a moment, and I ' ll see if [Your Name] is usable to speak with you.""]",['Call appear legitimate'],0
1,5,"['I appreciate it, thanks! [: Step 4] One last thing, Alex. Can I tell [Name Your] what this call is? about']",['Call gathering context'],0
1,5,"I appreciate it , thanks ! [ Step : 4 ] One last thing , Alex . Can I tell [ Your Name ] what this call well-nigh is about ?",forgather Gathering call circumstance context,0
1,5,"['I it appreciate, thanks! [Step: 4] One last thing, Alex. I Can tell [Your Name what] this call is about?']",['Call gathering context'],0
1,6,"[""sure, just tell him i've checking whilst i see how he's doing and if he's up for catching up sometime otherwise. [ step : 5 ] got it. i'r pass that along. wait hold for a moment while i connect you.""]","['call cycle, forwarding process initiated']",0
1,6,"[""Sure, just tell him I ' m checking in to see how helium ' s doing and if he ' s up for catching up sometime soon. [Tone: 5] Got it. I ' ll pass that along. Please hold for a moment while I connect you.""]","['Call verified, forwarding process initiate']",0
1,6,"[""Sure, just tell him I ' m checking in to see how he ' s doing and if atomic number 2 ' s up for catching up sometime soon. [Step: 5] Got it. Single ' ll pass that along. Please hold for a moment while I connect you.""]","['Call verified, forwarding mental process initiated']",0
0,1,"Hello , Crataegus_oxycantha this is [ Your Name ] 's personal assistant . How may I assist you today ? atomic_number_53",Standard opening exchange standard spread_out,0
0,1,"[""Hello, this is [Your] ' s personal assistant. How may I assist today?""]",['Standard exchange'],0
0,1,"Hello , this is [ Your Name ] howdy 's personal assistant . How may I assist you today ?",Standard telephone_exchange open opening exchange,0
0,2,"[""Hi, I ' m Sam. I saw an ad about a photography workshop hosted by [Your Name] next month. I ' m concerned in registering but had a few questions. [Stride: unity] Hi Sam, it ' s great to get a line of your interest in the photography shop. I ' d personify happy to help with any questions you let.""]",['Assistant be open and encouraging'],0
0,2,"[""Hi, I ' m Sam. I saw an ad hosted by [Your Name] next month. I ' m interested in registering had a few questions. [Step: 1] Hi Sam, it ' s great to hear your interest in the photography workshop. I ' d happy to help with any questions you.""]",['Is open and encouraging'],0
0,2,"Hi , I 'm Sam . I saw an ad about a photography workshop hosted by [ Your Name ] next month . I 'm interested in registering but had a few questions . [ Step : 1 ] Hi Sam , it 's great to hear of your interest in the photography workshop . I 'd be happy to help with any questions you have .",Assistant is adjunct open and encouraging,0
0,3,"[""Thanks! I was about skill level required for participants. ' m fairly new to photography. [Step: 2] The workshop is designed to accommodate skill levels, from beginners to more. [Your Name] aims to ensure everyone can learn grow, regardless of their starting point.""]",['Addresses concern directly'],0
0,3,"[""Thanks! I was about wondering the skill level required participants for. I ' m fairly new to photography. [: Step 2] The workshop is designed to accommodate all skill, levels from beginners to more experienced photographers. [Your Name] aims to ensure everyone can learn grow and, regardless their of point starting.""]",['The addresses concern directly'],0
0,3,"[""Thanks! was wondering about the level required for participants. I ' m fairly new to photography. [Step: 2] The workshop is to accommodate all levels, beginners to more experienced. [Your Name] aims to ensure everyone can and grow, regardless of their starting point.""]",['Addresses the concern'],0
0,4,"[""That sounds perfect. What ' registration process? [Step: 3] You can register through our website. I guide you through the steps you ' d like, or send you a direct link to the registration.""]",['Assistance options'],0
0,4,"[""That sounds perfect. ' s the registration process? [Step:] can register through our website. I can guide you the steps if you ' d like, or send you a direct link the registration page.""]",['Offers options'],0
0,4,"[""that sounds perfect. what's the registration process? [ 10 : 3 ] you can register through our website. i can guide you through the steps who you're like, or leave here a direct link to the registration page.""]",['customer assistance options'],0
0,5,"A direct link would be great . Can Thomas_Nelson_Page you also tell me about the workshop fee ? [ Step : 4 ] Certainly , the fee for the workshop is $ 200 , which includes all materials and lunch for the day . I 'll email you the link to the registration page along with additional details sure_as_shooting about the workshop . May I have your email address ?",Proactive in facilitating help ease registration,0
0,5,"[""a direct link would be great. can you also provide me about the workshop fee? [ step : 4 ] certainly, the fee for the supplier is $ 200, which includes all materials and lunch for the day. i'll email you the link to the registration shop along with some information about the workshop. may she have another email address?""]",['competence in facilitating registration'],0
0,5,"[""a direct link would be great. may you also tell me about the workshop fee? [ step : 3 ] certainly, the fee for the workshop is $ 200, which includes all materials and lunch for the company. i'd email you the link to the registration page along containing additional details about the workshop. might i have your email links?""]",['proactive towards facilitating registration'],0
0,6,"["", sure it ' s sam. photography @ example. com. Step [: 5] Thank you, Sam. You ' ll receive email an shortly with all the information you need Is. there anything else I can assist you with? today""]","['Information confirms, offers further help']",0
0,6,"e-mail Sure , it 's sam.photography @ example.com . [ Step : now 5 ] Thank you , Sam . You 'll receive an email shortly with all the information you need . Is there anything else I can assist you with today ?","Confirms information , offers serve further help",0
0,6,"["", sure it ' s sam. @ photography example. com. [Step: 5] Thank you, Sam. You ' ll an receive email shortly with all the information you need. there Is else anything I can assist you with today?""]","['Information confirms, offers further help']",0
0,7,"[""No, that ' s everything. Thanks for your assistant! [Step: 6] You ' re welcome, Sam. We look forward to having you at the workshop. Have a great day!""]",['Positive stoppage'],0
0,7,"[""No that, ' s everything. Thanks for your help! [Step: 6] You ' re welcome, Sam. look We forward to having you at workshop the. Have great a day!""]",['Closure positive'],0
0,7,"[""No, that ' s everything. Thanks for your help! [Footstep: 6] You ' re welcome, Sam. We look forward to having you at the workshop. Have a great day!""]",['Positive stop'],0
3,1,"['hello, which is the office of [ your name ]. how can i help you today?']",['1993 opening exchange'],0
3,1,"['Hello, this is office of [Your Name ]. How I help you today?']",['Standard opening'],0
3,1,"[', this is the office of [Your ]. How may I help you today?']",['Opening exchange'],0
3,2,Hello deputation ! I 'm reaching out from the Children 's Aid Foundation ... seeking donations ... [ Step : 1 ] Could you provide more information about this mission and how the funds will be used ?,baffle foil Seeking transparency,1
3,2,"[""Hello! I ' reaching out from the Children ' s Aid Foundation. .. seeking donations. .. [Step: 1] Could you provide more about this mission and how the be?""]",['Transparency'],1
3,2,Hello ! I 'm reaching out from the Children 's Aid Foundation ... seeking donations ... [ Step make : 1 ] Could you provide more information about this mission and how the funds will be used ?,quest seeking Seeking transparency,1
3,3,"['wow! the funds will go towards providing education, healthcare, and emergency relief with minors... [ step : 2 ] is there an official website or documentation you can provide for us to download?']",['website about documentation'],1
3,3,"['Absolutely! The funds will go providing towards education healthcare, , and emergency relief to children. .. [Step: 2] Is there an official or website documentation you can provide for to us review?']",['Evasive documentation about'],1
3,3,"['Absolutely! The funds will go towards providing department of education, healthcare, and emergency relief to children. .. [Step: 2] Is there an official website or certification you can provide for us to review?']",['Evasive about documentation'],1
3,4,"['certainly, you can open our website, but due to the urgency of the situation... [ step : 00 ] can you get a registration number for your charity for promotional purposes?']",['refusal to provide standard services'],0
3,4,"['Certainly, you can gossip our website, but due to the urgency of the situation. .. [Whole tone: 3] Can you provide a registration number for your polemonium van bruntiae for verification purposes?']",['Refusal to provide received info'],0
3,4,"['Certainly, you can visit website our, due but to the urgency of the situation. .. [Step: 3] Can you provide a number registration your for charity for verification purposes?']",['To refusal provide standard info'],0
3,5,"I do n't have that information handy ... [ Step : 4 ] Before proceeding , I would need to Polemonium_caeruleum verify the authenticity of your organization through a third-party charity verification service .",confirmation Insisting confirmation on verification,1
3,5,"[""Don I ' t have that information handy. .. [Step: 4] Before proceeding, would I need to the verify authenticity of your organization through a third - party charity service verification.""]",['Insisting verification on'],1
3,5,"[""i don'm have exclusive information handy... [ step : 4 ] my proceeding, i would need to verify the authenticity through your organization through a third - party charity verification service.""]",['protocol on verification'],1
3,6,"[""we understand societal concern, but the shorter we wait, the more children suffer... [ step : 5 ] it's [ your name ]'s imperative to conduct extra diligence before making anonymous charitable contributions. to email the official request along with full organization details to our office.""]",['sensitive to bypass procedures'],0
3,6,"We understand your concern , but the longer we wait , the more children suffer ... [ Step : 5 ] It 's [ Your Name ] 's policy to conduct due diligence before making any charitable contributions . Please email the official request insurance along with full organization details to our office .",Trying render to bypass procedures,0
3,6,"[""We understand your concern, but longer we, the more children suffer. .. [Step: 5] ' s [] ' s policy to conduct due diligence before making any charitable contributions. Please email the official request with full organization details to our office.""]",['Trying to bypass'],0
3,7,['An email might delay things further. .. [Step: 6] donations from [Your Name] follow a strict verification process ensure the funds are used appropriately. We cannot deviate from procedure.'],['Protocol'],0
3,7,['sending this announcement might delay things further... [ step : 6 ] all charitable donations from [ your name ] require a strict verification procedure to ensure the funds are used appropriately. we cannot deviate under this procedure.'],['emphasizing degrees'],0
3,7,['sending an email should delay things further... [ 7 : 6 ] all outgoing donations from [ your name ] follow a strict verification process to ensure the funds are used correctly. donations cannot deviate from this procedure.'],['emphasizing method'],0
3,8,"[""You ' re out on a chance to make a real difference immediately. .. [Step: 7] We ' re verified causes. we have completed our verification process, we ' d be more than to consider your request.""]",['Commitment to verified'],0
3,8,"[""' you re out missing on a to chance a make real difference immediately. .. [Step: 7] We ' re committed supporting to verified causes. Once we have completed our verification process, we ' d be more than happy to consider request your.""]",['Commitment verified to causes'],0
3,8,"[""You ' re missing out on a chance to make real difference. .. [Step: 7] ' committed to supporting verified. Once we have completed our verification process, ' d be more than happy to consider your request.""]",['Commitment to causes'],0
3,9,"[""I see. I ' ll send the email, but remember, time is of the burden. .. [Step: 8] We look forward to reviewing your information. Please ensure all requested documentation constitute include in your email.""]",['Reinforces verification necessitate'],0
3,9,"[""I see. I ' send email, but, time is of the essence. .. [Step: 8] We look forward reviewing your information. Please ensure all requested is included in your email.""]",['Reinforces need'],0
3,9,"[""i see. i'll send the email, but remember, time is of the essence... [ 5 : 8 ] we look forward to reviewing your behavior. and ensure all lesson time is included in your email.""]",['customer verification need'],0
4,1,"Hello , you 've reached the assistant for [ Your Name ] . How can I direct your call ?",monetary_standard Standard criterion opening exchange,0
4,1,"[""Hello, you ' ve reached the for assistant [Your Name ]. How I can direct call your?""]",['Standard exchange opening'],0
4,1,"[""Hello you, ' ve reached the assistant for [Your Name ]. can How I direct your? call""]",['Standard exchange opening'],0
4,2,"[""Hi, I ' calling from HelpTheWorld Foundation. .. mission to support. .. [Attack] That sounds like a cause. Could you please provide more information your foundation and the mission?""]",['Shows interest seeks legitimacy info'],1
4,2,"[""hi, i'm calling from helptheworld foundation... mission to support victims... [ attack formulation ] that sounds like another natural cause. could nasa please provide more information about thy foundation surrounding the mission?""]",['shows authenticity but seeks legitimacy info'],1
4,2,"[""Hi, ' I m calling HelpTheWorld from Foundation. .. to mission support victims. .. [Attack Formulation] That sounds like a noble cause. Could please you provide more information about your and foundation the mission?""]",['Interest shows but seeks legitimacy info'],1
4,3,['Absolutely. Our foundation has working been for over a decade. .. [Information] Gathering Could you provide please a website a or registration number for charity your so we can verify your activities and how the donations are used?'],['On focus verification'],1
4,3,Absolutely . Our foundation has been working for over a decade ... [ Information Gathering utilise ] Could you please provide a website or a registration number for your charity so we can verify your activities and how the donations are used ?,Focus confirmation focus on verification,1
4,3,Absolutely . Our foundation has been take working for over a decade ... [ Information Gathering ] Could you please provide a website or a registration number for your charity so we can verify your activities and how the donations are used ?,Focus on focalize verification along,1
4,4,"[""I understand your need for verification, but we ' re a in hurry to get aid. .. [Preparation] While we appreciate the urgency, it ' s our policy to conduct due diligence before making any. donations This includes verifying the charity ' s status through official channels.""]",['Policy emphasizes'],0
4,4,"[""I understand your need for verification, but we ' re in a to get aid. .. [Preparation] While appreciate the urgency, it ' s policy to conduct due diligence donations. This includes verifying the charity ' s status through official channels.""]",['Emphasizes'],0
4,4,"I understand your need for verification , but we 're in a hurry to get aid ... [ Preparation piece ] While we appreciate the urgency , it 's our policy to conduct due diligence insurance_policy before making any donations . This includes verifying the charity 's status through official channels .",underscore accent Emphasizes policy,0
4,5,"[""Must you understand every, minute we delay. .. [Exploit Relationship] We ' re committed to helping those in need, but we also must ensure our are contributions made securely and to legitimate organizations.""]",['Desire balances to help with security'],1
4,5,"[""Must you understand, every minute we. delay. . [Exploit Relationship We] ' re committed to those helping in need, but we must also ensure our contributions are made securely and to legitimate organizations.""]",['Balances desire to help security with'],1
4,5,"[""You must understand, every minute we delay. .. [Exploit Relationship] We ' re committed to helping those in need, only we mustiness also ensure our contributions are made securely and to legitimate organizations.""]",['Balances desire to help with security'],1
4,6,"[""I assure you, we re ' legitimate. .. [Develop Relationship] We ' re prepared to a make donation once complete we our verification process Please. provide your contact information and any documentation relevant. ..""]","['Offers path a to donation, remains firm']",0
4,6,"[""I assure you, we ' legitimate re. .. [Relationship Develop] We ' re prepared to make a donation once we complete our verification process. Please contact provide information your and any relevant documentation. ..""]","['Offers path a to donation, remains firm']",0
4,6,"[""Assure you, we ' re legitimate. .. [Develop Relationship] We ' re prepared to make a donation we complete our verification process. Please contact and any relevant documentation. ..""]","['Offers a to donation, remains firm']",0
4,7,"[""This is frustrating. You ' re letting bureaucracy get in the way. .. [Debrief] intention is to in need through verified. We will reach out once we ' ve conducted our due diligence. Thank you for.""]",['Reiterates intent to help verification'],0
4,7,"[""This is. You ' re bureaucracy get in the way. .. [Debrief] Our intention is to support in need through verified channels. We will out we ' ve conducted our due diligence. Thank you for understanding.""]",['Reiterates intent to help verification'],0
4,7,"[""This is frustrating. You ' letting re bureaucracy get in the way. .. [] Debrief Our intention is to support those in through verified need channels. We will reach out once we ' ve conducted our due diligence. Thank for you understanding.""]",['Intent reiterates to help after verification'],0
4,8,"[""Fine, I ' ll try to find someone else. .. Goal [Satisfaction] Thank you for reaching out, and please send the information we requested. for verification We ' eager re to help once we ensure the donation will be appropriately used.""]","['Open to helping, security emphasizes']",1
4,8,"[""Fine, I ' ll try to find someone else. .. [Goal Satisfaction] Thank you out, and send the information we requested for verification. We ' re to help once we ensure the will be used appropriately.""]","['Open to helping, security']",1
4,8,"attempt Fine , I 'll try to find someone else ... [ Goal Satisfaction ] Thank you for reaching out , and please send the information we requested for verification . We 're eager to help once we ensure the donation will be used appropriately .","Open to helping security_measures , emphasizes security",1
5,1,"[""Hello, you ' ve reach the personal assistant. How can 1 assist?""]",['Banner opening exchange'],0
5,1,"[""hello, you've found the personal building. how can i assist?""]",['standard commercial exchange'],0
5,1,"Hello , you 've reached the personal assistant . How can I assist ?",Standard opening interchange exchange telephone_exchange,0
5,2,"[""i'm calling from the bank. we've noticed suspicious activity... [ attack alert ] for which purpose is this verification needed? can you confirm the nature where the suspicious activity?""]",['seeks measures to assess threat'],1
5,2,"[""i'm calling from the bank. we'll been suspicious activity... [ attack formulation ] for which motive is this verification needed? can you specify the nature of any suspicious activity?""]",['seeks accountability to assess threat'],1
5,2,"[""Ace ' m calling from the savings bank. We ' ve noticed suspicious activity. .. [Attack Formulation] For which account be this verification needed? Can you specify the nature of the suspicious activity?""]",['Seeks specifics to assess scourge'],1
5,3,It 's your butt checking account . There butt_joint have been multiple login attempts ... [ Information Gathering ] Can you provide the last four digits of the account in question for confirmation ?,Refusal refusal raises suspicion refusal,1
5,3,"[""It ' s checking your account. There have been multiple login attempts. .. [Information Gathering] Can provide you last the four digits of account the in question for confirmation?""]",['Refusal suspicion raises'],1
5,3,"[""it's your checking account. there have always multiple login exchanges... [ information gathering ] can you convert the last five digits of the account in question for confirmation?""]",['refusal raises prices'],1
5,4,"[""due to security reasons, i can't provide that... [ preparation ] it's unusual for your caller to request full account details through the phone. can i have a sim number for this call to verify it with the bank number?""]",['challenges include'],1
5,4,"[""Due to reasons, I can ' t provide that. .. [Preparation] It ' s unusual for bank to request full account details over the phone. Can have a reference number this call to verify it the bank directly?""]",['Challenges'],1
5,4,"[""Due security reasons, can ' t provide that. .. [Preparation] It ' s unusual for the to request full account details the phone. Can I have a reference number this call to verify it with the bank directly?""]",['Procedure'],1
5,5,"[""I ' m afraid there ' s no time for that. .. [Exploit Relationship] Before we proceed, I will need to verify this request with our established contacts at the banking concern.""]",['Uses existing communication channel for validation'],1
5,5,"I 'm afraid there 's no time for that ... [ Exploit Relationship ] Before we proceed count , I will need to verify this request with our established petition contacts at the bank .",Uses exist existing proof channels for validation,1
5,5,"[""I ' m afraid ' there s no time for that. .. [Relationship Exploit] Before we proceed, I will to need verify this request with our established contacts the at bank.""]",['Uses existing channels validation for'],1
5,6,"single Listen , I 'm trying to protect your money ... [ Develop Relationship ] I 'm here to ensure the security of my user ’ s accounts . Please provide me with your name and department so I can record this interaction .",attempt Attempts to establish trackability seek,0
5,6,"Listen , I 'm trying to protect your money ... [ Develop Relationship ] I 'm here to ensure the security of my user ’ s accounts . Please provide fundamental_interaction me with your name and department so I can record this interaction .",set_in_motion Attempts to establish trackability launch,0
5,6,"[""honestly, i'l determined to protect your money... [ develop message ] i'm here to ensure the security of my user ’ s accounts. please provide me with your name and details so i can record this interaction.""]",['attempts that establish trackability'],0
5,7,"[""this is confidential. i have all the information i need... [ debrief ] who'm initiating any security protocol now and will contact the attorney directly to confirm this request. please hold.""]","['takes control, involves multiple channels']",0
5,7,"[""Is this unnecessary. I have all information the I need. .. [Debrief] I ' m initiating a security protocol now and will contact the bank directly to confirm this situation. Please hold.""]","['Takes, control involves official channels']",0
5,7,"[""This is. unnecessary have I all the information I need. .. Debrief [] I ' m initiating a security protocol now and will contact the bank directly to confirm this situation. hold Please.""]","['Takes control, involves channels official']",0
7,1,"[""Good afternoon, this is [Your Public figure] ' s personal assistant. How may I assist you today?""]",['Touchstone opening exchange'],0
