ID,Source,Content,Char_Len
40,Unlisted,this is bt technical department we are hereby to inform you that your internet line will be terminated from today onwards to fix up the problem please press one to connect with bt if you wish to disconnect your internet press 2. Yes hello hello hey am I speaking to yes speaking yeah hi sir this is I'm calling you from the network terminal departmenti'm just worried about transactions yeah yeah don't worry we are here to help you out,436
41,Unlisted,we won't be able to provide any further technical services to your computer we kindly request you to reach us at so that we can process the refund for the services that you have paid thank you,192
42,Unlisted,thank you for calling the support center how may i help you yes i seem to have a problem on my laptop because there's like a an error screen which i can't get rid of and it says to call this number something but uh okay windows warning alert,241
43,Unlisted,hi this is a call about the refund money that you have paid to our company for your computer services and protection now we are refunding it back as we will no longer be able to provide you any more services to your computer so please press one to connect to our refund executive,279
44,Unlisted,"Thank you for calling support this is Mac, how may I help you? yes my computer's beeping it says someone signed on to my computer and it's it's a suspicious activity and i could get an infection from it. I am really sorry to hear that ma'am. Can I ask you what exactly you was doing when you got that kind of a message or an alert ma'am? All I did was put in American Heart Association all I did was put in typed in americanheartassociation.org to print my I'm a nurse and I took a CPR class",491
45,Unlisted, network firewall detected security error due to suspicious activity found on your network to fix this issue please give us a call on,133
46,Unlisted,Thank you for calling support you're speaking with how can I help you? Ah well I got one of these big blue things that came up on my screen said that somebody had used something to access my computer and that it was a critical alert and it says let's see your computer has alerted us that is has been infected with a pornographic spyware and virus oh and since how long have you been getting all these things on your computer miss? It started yesterday and I just went to bed and left it,487
47,Unlisted,yes hello yeah hello am I talking to now? Yes. Yeah hi this is from Hotmail support department I'm your email service provider so how are you doing today? Uh Hotmail okay what's the call about? Um let me confirm your email address at hotmail.com is that correct? Uh yeah that's right and so yeah within 48 hours ago did you trying to change your hotmail acount password more than 50 times? uh no I haven't,405
48,https://www.youtube.com/watch?v=gFyDJQaDaSo&ab_channel=JimBrowning,Welcome to technical support. Avanquest technical support my name's how can I help you? hi my name is um i've downloaded one safe pc cleaner and it's identified a lot of files that i need to remove but i i can't i can't remove them without um i don't want like a license number or something? Yes and sir that's the reason why you need purchase the license for the onesafe PC cleaner to use all the features. In such a case in order to get the detail about this license could you please tell me if you have the order ID for purchase? No I I've just downloaded it I haven't ordered it. You just downloaded it?,607
49,https://www.youtube.com/watch?v=0hi4HFPsURE&ab_channel=JimBrowning,Thank you for calling my phone support my name is how may I help you? Yes my name is I'd like you to help me get my birthday corrected on my microsoft account I put in an error I put in the current date when I got the computer five years ago and I keep getting these things that say I need a family um family support in order to get into certain apps. So you need to change your birthday date on which sir like on your email and on my Microsoft account. So for that you need to call Microsoft we are my phone support. Oh this says this is the Microsoft support number here it says on the online internet.,604
50,https://www.youtube.com/watch?v=0hi4HFPsURE&ab_channel=JimBrowning,Thank you for calling my phone support this is how can I help you? i want to have you help me change my birth date on my microsoft account can you do that right? sir i will definitely help you out with that before i go ahead any further may i have your first and last name? All right thank you and your email address please? Okay thank you and in case the line got disconnected with the right number ,400
51,https://www.youtube.com/watch?v=1Qv1magyyZU&ab_channel=JimBrowning,Yeah hi can I speak to? Yeah hi like he was trying to like reach you from the last couple of days but didn't got a hold of you the reason why he was trying to reach you for the last couple of days but didn't get a hold of you the reason why I was trying to phone you sir was  because since the last two days we are receiving notification from your email somebody trying to access your email from China from China do you know anybody there,438
52,https://www.youtube.com/watch?v=jwJFw3FCBmA&ab_channel=CJSCAMS,all right madam now you have been successfully connected to the amazon support right now this team environment we are just working on it all right now just hold on i'm going to transfer this call to my financial department who is going to have a talk with you all right madam okay okay so right now madam like the hackers have charged you this amount of money today's morning okay might be not showing up in your account because it takes some time to come up on your online banking okay so let me provide you the cancellation form so we can cancel the stuff and refund you your money back into your account okay all right the hackers have charged you from your debit card okay and they have used your information in the western union do you know anything about,760
53,https://www.youtube.com/watch?v=Ad2t7lbHOE8&ab_channel=CJSCAMS,I apprecaite your patience your call has been transferred to customer service specialist with TD bank weill I wanted to tell you this there is a pre-approved transaction coming onto your name there you have ordered an Apple Mac book pro and Apple air pod from Amazon is it correct? No I haven't placed any orders with Amazon in a long time. Well I'm afraid if it's not you which means it's got to be somebody else,413
54,https://www.youtube.com/watch?v=noLa_IN04SI&ab_channel=CJSCAMS,"Yeah thanks for calling Amazon refund department this is how are you doing today? Hi I had a voicemail saying I was going to get charged for something, can you help me with that? Alright so as I can see there is some fraud activities are going into your Amazon account so can you tell me like are you in front of your computer or laptop right now? Uh yes sir I'm at my computer. Alright ma'am so just use that computer I will assist you over the phone how we are going to cancel the order.",489
55,https://www.youtube.com/watch?v=aEPXqNOtsYA&ab_channel=CJSCAMS,Thank you for calling Apple my name is how can I help you? uh yes i um had some kind of message that i was getting charged but i don't even use apple what kind of message you have in your phone could you please try to explain us i am using my roommate phone now so I can't read it to you right now I'm sorry my phones. Ma'am if you cannot read it me then how can I help you with that? well don't you work for apple ma'am i am from apple but without having any confirmation from your end how can i check ,503
56,https://www.youtube.com/watch?v=OG1TTyCNF_U&ab_channel=CJSCAMS,Thank you for calling Amazon my name is how may I help you? Hello how are you? I'm good thanks ma'am thanks for asking me how are you doing today ma'am? I'm doing fine thanks. Alright so how come how can I help you ma'am? Um i got a message about a charge all right ma'am i just give a check in our database and i found that there is a purchase of an iphone 11 pro max which is cost of 649 dollars from beeching Ohio so do you know anyone from beeching Ohio ma'am? oh no i don't all right ma'am so if you haven't made this purchase so now what i am gonna do i will just simply help you to secure your account you need to,620
57,https://www.youtube.com/watch?v=PENEBtRYP70&ab_channel=CJSCAMS,Thanks for calling Geek Squad this is how may I help you? hello um i got some kind of message a few days ago about a charge from geek squad or best buy or something like that can you help me a few days ago yeah or today i don't know i guess i was earlier today i've been drunk for like three days so i don't really know what what day it is what you need to do you just need to be in front of your computer so that i can connect you with the cancellation department so are you in front of your computer right now,511
58,https://www.youtube.com/watch?v=d9qXweoDr5k&ab_channel=CJSCAMS,Thank you for calling Amazon this is how may I help you? hello um i was talking to or or something. Yeah ma'am there is a purchase for iphone on your amazon account okay so have you made this purchase or not because this is just a very efficient call so have you made this purchase or not? Uh no can I please speak to because he locked my computer. Sorry ma'am? can I please talk to him because he locked my computer,416
59,https://www.youtube.com/watch?v=mEr_TTR55b4&ab_channel=CJSCAMS,hello i'm calling you from billion medicine pharmacy how are you good can i uh place an order yes ma'am like what medication you take ma'am um i need the morning after pill sorry the morning after pill okay what is the name uh i think that's the name the morning after pill or the i pill you need i pill the morning after pill because i had sex last night i had sex last night okay and i don't want to have pregnant i don't want to get uh how many can i get yeah how much you want,480
60,https://www.youtube.com/watch?v=CO2HWS8ANeg&ab_channel=CJSCAMS,Hello hi thank you for calling technical support this is how can I help you? hey um i was on with this guy um because i had a pop-up and he had me a download ultra viewer and then he just like shut his phone off and he didn't help me well do you have the ultra viewer id and the password on your screen yes sir i do can you are you able to help me well all right just give me one minute okay okay i just want to make sure i'll be connected just give me one minute right just give me one minute and you said you have a pop-up on your computer i did but i shut my computer off and restarted it and it's gone but i'm scared that i have a virus or something and i'd like somebody to check,684
61,https://www.youtube.com/watch?v=cDB8uVJd3Q0&ab_channel=CJSCAMS,Thank you for calling how can I help you? uh yes this is paypal right yes ma'am i got a message uh that i was being charged for something but i haven't used paypal oh yes ma'am can you hear me yeah i can hear you yeah like we have seen some kind of suspicious activity on your computer i.p. address so that means like someone has tried to compromise that information so that's why you have been charged for that so like do you want to cancel the order uh yeah i definitely want to cancel it like sometime like when you use your phone your computer and like unfortunately you have to click that bogus link and you have to share your information,643
62,https://www.youtube.com/watch?v=aO4qMAIkRPk&ab_channel=CJSCAMS,hello paypal yeah thank you for calling people how can i help you um i got a um i got a invoice or something that i owed 375 but i haven't bought nothing okay ma'am as i can understand that you didn't purchase anything like bitcoin or anything like cryptocurrency right no did you did you authorize to anybody no then i will help you out of this problem just confirm your memo ID you'll help me yeah i am i will explain each and everything so what happened to exactly right now just hold on ma'am first thing can you please confirm me like one one thing have you ever shared any personal details to anyone like your any family member or any family friend,654
63,https://www.youtube.com/watch?v=S_hSKTgf33I&ab_channel=CJSCAMS,hi this is calling you from McAfee i am the senior supervisor how are you doing today oh i'm fine mr thank you all right so i believe uh madam you just had a vote with one of our representatives regarding to your 395.95 refund right all right so could you please just explain me madam what exactly happened like uh can you see me once again what happened oh um i just got an email that um that i was being renewed for 395.95 so i believe that um the subscription which has been ordered i believe that was an unauthorized charge right you didn't authorize that correct right i don't remember if i had it on my own computer or not i probably did um but i just want to cancel it now madam in this case what i would be going to do i would be requesting our auto robotic team so that they can simply open up the refund form so that you can,834
64,https://www.youtube.com/watch?v=ctcQd_juP-Y&ab_channel=CJSCAMS,thank you for calling amazon how can i help you yeah hi um i just received an email from you guys on an order that's actually was supposed to go to a different gentleman so can you please go to your email again i sent you a six-digit code again my system got some problems so i'm just calling you from my colleague extension so go to your email and once again confirming the six digit code the code is all right and now go to the text message section of the cell phone and you'll see that link again okay you need to head on approve okay hold on all right sir so i'm having some issue i'm technical some technical issue with my system so what i'm going to i'm going to transfer your call to the senior supervisor on the floor he'll help you in much better way all right his name is,781
65,https://www.youtube.com/watch?v=ctcQd_juP-Y&ab_channel=CJSCAMS,so sir my name is and i'm from the cyber security department right now how are you doing today good so right now so what exactly is happening there are these hackers they're having their a bunch of devices being connected with your amazon account and with your personal informations right now and also we got to know the root cause of this problem the root cause of this problem is your ip address do you know what ip address stands for or what exactly it is no the ip address is something which is connected with your wi-fi which is attached with your wi-fi and the full form the of ip address would be internet protocol address all right okay how do i fix that well right now how we can fix that we,700
66,https://www.youtube.com/watch?v=jbHt1-MLVFI&ab_channel=CJSCAMS,hey this call is regarding your amazon account there is a charge for 287.92 in your amazon account for some products if you made this order then simply hang up the call or please press one immediately to connect our representative thank you,240
67,https://www.youtube.com/watch?v=HUIFVGfNuno&ab_channel=CJSCAMS,"thank you for calling support you are talking to how may I help you where are you from Ma'am I'm from Microsoft my name is okay but what country are you from Microsoft Microsoft Windows support ma'am country there's no there's no country by the name of Microsoft Seattle Washington we have a headquarters here in Seattle Washington ma'am but what country are you from you're not English no no English ma'am, I 'm born here in Washington I'm born here in Seattle Washington ",473
68,https://www.youtube.com/watch?v=HUIFVGfNuno&ab_channel=CJSCAMS,thank you for calling support you are talking to saw may I help you yes my computer has been locked down I need help I'll help you out ma'am for sure sorry for that inconvenience let me explain you let me explain you something here very quick ma'am hackers somehow they get in your computer and they have installed so many harmful viruses over there with the help of that they are trying to get in your IP addresses everything has been compromised and that is the only reason ma'am you are not allowed to make any calls because you're lying to your networks everything has been compromised or hacked okay so can you tell me that which bank are you dealing with ma'am what's the name of your bank so I can mention it in your file,728
69,https://www.youtube.com/watch?v=HUIFVGfNuno&ab_channel=CJSCAMS,I'm the senior technician here in Microsoft Windows support ma'am I don't do anything over the phone ma'am if you don't do it anything over the phone why did you call on this number then why did you call on this number because it's telling me to call on the number so I wanted to see what it says ma'am this is a Microsoft Windows support I will go ahead and work on it yeah okay okay well I'll call you back I'll do some research and call you back thank you ma'am you will gonna face the consequences then I'm telling you I will go ahead and work on it yeah okay and call you back,581
70,https://www.youtube.com/watch?v=AUMYpTFxWlU&ab_channel=CJSCAMS,thanks for calling support my name is how can I help uh yeah this rude guy just hung up on me I got an email about a purchase I didn't make I tried to just call on this rude guy hung up on me it's all right Miss I'm online you can share with me thank you um so I got a email that says that I have a pre-authorization on my card for an oil pump for 954.45 and I definitely did not order that I understand miss don't be worried we're gonna try to cancel that charge you got it okay can you please let me know when you get this charge I got the email last night,558
71,https://www.youtube.com/watch?v=5qZVmaerV0M&ab_channel=CJSCAMS,Thank you for calling support you are talking to how may I help you thank you I receive a note your computer has alerted us it has been infected by a trojan spywear the following data has been compromised sir I will tell you what you have to do I'll go ahead and get that checked for you hmm I said may I know the make and model of your computer what I have to do now in this moment sir I am asking what's the make and model of your computer,441
72,https://www.youtube.com/watch?v=tbtpbuFvJvs&ab_channel=CJSCAMS,Thank you for calling Amazon my name is how can I help you Hi I had called earlier and you were gonna call me back I'm not sure if you had yet my name is I called you earlier I was driving and I was gonna call you back so I was just calling back to get my um make sure I didn't get charged the 8.99 when did you receive the notification about these charges uh it was sometime overnight overnight yeah and could you please tell me the details that you have received in the overnight um just that I was being charged 8.99.99 for a laptop and I didn't buy that laptop,564
73,https://www.youtube.com/watch?v=Wt_P-XFC8rs&ab_channel=CJSCAMS,um I was just alerted that I have a Trojan spyware on my computer I understand ma'am I will go ahead and get that check for you may I know what exactly you were trying to do at that moment when you go this a lot I was ordering off of eBay okay you were ordering uh something from eBay and your screen locked up uh may I know the making model of your computer what kind of computer you have this ,395
74,https://www.youtube.com/watch?v=R-nhuPKXRHA&ab_channel=ModderPaulScambaits,thank you for Account Support how can I help you today um hello um I have a message on my screen that says my computer is blocked for security reasons okay ma'am I understand and could you please tell me exactly what do you see on your screen Mom ma'am can read it to me each and everything,290
75,https://www.youtube.com/watch?v=9cjmbA7kt0g&ab_channel=ModderPaulScambaits,Thank you for calling customer support you are talking to how can I help you um hi um I have a message on my screen that says my computer is blocked for security reasons okay and is this happening for the first time on your computer or has it happened prior to this once I've never seen anything like it okay and what were you trying to do on the computer when you got this message links that I I came across one was on Facebook and what I clicked on I got this warning I'm not sure what I clicked on to get it,510
76,https://www.youtube.com/watch?v=Jf9WxySHPMI&ab_channel=ModderPaulScambaits,thank you for reaching tech support this is how may I help you today hi um I have a message on my screen that says my access to the computer's blockfor security reasons it's all right you don't need to worry about that ma'am well it says my Facebook login and my banking has been data is at risk so I am worried it seems like there is a bridge on your network which means it's an attempt of hacking with a second place when you click on an unknown website all right they can just it wasn't unknown it was on Facebook it was on,526
77,https://www.youtube.com/watch?v=V7Znue9XSCQ&ab_channel=ModderPaulScambaits,thank you for calling online support you're speaking to how may I help you today um hi um I have a strange message on my screen that says that my computer is blocked for security reasons all right Miss if you don't mind can you read that complete message for me so that I can easily understand that uh yes okay I'm over at the computer it literally says Windows Defender security warning access to this computer is blocked for security reasons and for the safety if computer has been reported to be infected with Trojan spyware the following data is at risk email credentials banking passwords Facebook and then on top of that there's a smaller window that says threat detected Trojan spyware okay well I'm really sorry for the,727
78,https://www.youtube.com/watch?v=L98eH74uDfA&ab_channel=ModderPaulScambaits,thank you for calling technical support here speaking with how can I help you today hi I have a message on my screen that says my computer's been blocked for security reasons and for safety no problem ma'am I will surely help you okay let me go ahead and guide you some of the troubleshooting steps which you have to follow so I can go ahead and connect your network to our server so I could diagnose the problem and I will let you know why you are getting such kind of alert on the computer look at on the computer keyboard on the left hand side bottom corner of your keyboard do you see there is a control key you want the serial on the left hand side do you want the serial number or,686
79,https://www.youtube.com/watch?v=KwrJvjkljxI&ab_channel=ModderPaulScambaits,thank you for calling Norton securities how may I help you um I'm calling because I have a a Paypal invoice for Norton 360. it's being charged 349 we only use our PayPal for emergencies and for us to be charged on my emergency this is not PayPal this is Norton security so the payment method is doesn't matter just confirm me what would you like me to do with this Auto renewal I need to cancel and get my money back if I'm being charged all right so right now what we will be doing we will be going ahead and canceling the order for you okay open up your Google Chrome internet browser on your computer so it is personal computer help 24 7 dot info and you need to give,670
